Nome,Marca,EAN,Preço sem desconto,Preço no pix,Valor do desconto,Porcentagem desconto,Preço com Desconto
"Nitazoxanida Eurofarma 20Mg Ml, Caixa Com 1 Frasco Com Po Para Suspensao De Uso Oral  Frasco Com Capacidade De 45Ml  + Seringa Dosadora",Eurofarma,7891317172657,27.98,"R$ 20,89 ",6.44,23% ,21.54
"Nitazoxanida Althaia 500Mg, Caixa Com 6 Comprimidos Revestidos",Althaia,7898569764517,56.24,"R$ 44,74 ",10.12,18% ,46.120000000000005
"Azox 20mg/mL, caixa com 1 frasco de pó para suspensão de uso oral (frasco com capacidade de 100mL) + seringa dosadora",Eurofarma,7891317172749,57.0,57.0,5.7,10% ,51.3
Monocordil 20mg 30 Comprimidos,Baldacci,7897851250561,20.14,"R$ 16,61 ",3.02,15% ,17.12
"Sustrate 10Mg, Caixa Com 50 Comprimidos",Farmoquímica,7898040323141,38.27,"R$ 31,55 ",5.74,15% ,32.53
Mononitrato de Isossorbida 20mg 30 comprimidos,Biosintética - Aché,7896181908302,13.21,"R$ 10,51 ",2.38,18% ,10.830000000000002
Isordil 10mg caixa com 30 comprimidos,EMS Sigma Pharma,7894916550086,13.41,"R$ 11,06 ",2.01,15% ,11.4
"Vastarel Mr 35Mg, Caixa Com 30 Comprimidos Revestidos",Servier,7898029558809,99.25,"R$ 81,83 ",14.89,15% ,84.36
Vastarel MR Trimetazidina 35mg 60 comprimidos,Servier,7898029558816,198.52,"R$ 152,13 ",41.69,21% ,156.83
Dicloridrato de Trimetazidina 35mg 30 comprimidos Medley Genérico,Não especificada,7891058002688,60.12,"R$ 50,73 ",7.82,13% ,52.3
Isordil SL 5mg caixa com 30 comprimidos sublinguais,EMS Sigma Pharma,7894916550031,14.05,"R$ 11,58 ",2.11,15% ,11.940000000000001
"Mononitrato De Isossorbida Ache 40Mg, Caixa Com 30 Comprimidos",Biosintética - Aché,7896181906384,25.78,"R$ 19,25 ",5.93,23% ,19.85
Neovangy Mr 35 Mg 30 Comprimidos,EMS,7894916513302,77.6,"R$ 63,98 ",11.64,15% ,65.96
"Ivahart 7,5mg Com 60 Comprimidos",Não especificada,8903855080802,179.21,"R$ 125,16 ",50.18,28% ,129.03
Mononitrato de Isossorbida 20mg 30 comprimidos Aché Biosintética Genérico,Biolab Genéricos,7896112401315,12.96,"R$ 10,94 ",1.68,13% ,11.280000000000001
Procoralan Ivabradina 5mg 56 comprimidos,Servier,7898029557123,191.88,"R$ 152,62 ",34.54,18% ,157.34
Dicloridrato de Trimetazidina 35mg 60 comprimidos Medley Genérico,Não especificada,7891058002695,120.24,"R$ 101,47 ",15.63,13% ,104.61
Vastarel LP Trimetazidina 80mg 30 cápsulas,Não especificada,7898029558755,212.8,"R$ 196,10 ",10.64,5% ,202.16000000000003
Vazidin Mr Trimetazidina 35mg 60 comprimidos,Pharlab,7898216360772,138.95,138.95,18.06,13% ,120.88999999999999
"Diprogenta 0,64mg g + 1mg g 30g Creme Farmasa",Cosmed,7891142142290,50.85,"R$ 41,92 ",7.63,15% ,43.22
Metronidazol 400mg Teuto 24 Comprimidos,Teuto,7896112102663,22.85,"R$ 20,39 ",1.83,8% ,21.020000000000003
Nitrofurantoina 100mg Teuto 28 Cápsulas,Teuto,7896112166221,10.2,"R$ 9,89 ",0.0,0% ,10.2
Monuril 5631g granulado envelope com 8g,Zambon,7898074614178,72.27,"R$ 60,98 ",9.4,13% ,62.87
Cefalexina 500mg 10 comprimidos União Química,Não especificada,7896006216544,37.52,"R$ 24,39 ",12.38,33% ,25.14
Cefalexina 500mg Germed 10 Comprimidos,Não especificada,7896004755496,29.82,"R$ 23,72 ",5.37,18% ,24.45
Azitromicina 500mg Medley 5 Comprimidos,Não especificada,7896422514873,48.4,"R$ 36,15 ",11.13,23% ,37.269999999999996
Verutex Ácido Fusídico 20mg g Creme 15g,Leo Pharma,5702191007985,84.15,"R$ 68,57 ",13.46,16% ,70.69
Cefalexina 500mg 10 Cápsula,Teuto,7896112134213,29.16,"R$ 26,03 ",2.33,8% ,26.83
Amoxicilina Tri-Hidratada 875mg Eurofarma 14 Comprimidos Revestidos,Eurofarma,7891317008406,74.58,"R$ 48,47 ",24.61,33% ,49.97
Pronazol 150mg 4 Capsulas,Não especificada,7898096577352,52.64,52.64,34.64,66% ,18.0
Furoato Mometasona 1mg g pomada com 20g,Não especificada,7896004715599,50.83,50.83,11.69,23% ,39.14
"Flucomed 150mg, caixa com 2 cápsulas gelatinosas duras",Cimed,7896523206448,18.36,18.36,0.0,0% ,18.36
"Takil 20mg + 30mg, caixa com 1 bisnaga com 35g de creme de uso vaginal + 7 aplicadores",Marjan Farma,7896226102351,97.58,97.58,9.76,10% ,87.82
"Annita 500Mg, Caixa Com 6 Comprimidos Revestidos",Farmoquímica,7898040321512,76.44,"R$ 68,21 ",6.12,8% ,70.32
Annita 20 Mg Suspensao 45 Ml,Farmoquímica,7898040321420,31.21,"R$ 28,46 ",1.87,6% ,29.34
Azox 20mg mL Suspensão 45mL,Não especificada,7891317172732,30.29,"R$ 25,86 ",3.63,12% ,26.66
Annita 20 Mg Suspensao 100 Ml,Farmoquímica,7898040321505,70.42,"R$ 62,85 ",5.63,8% ,64.79
"Nitazoxanida 20Mg Ml Germed, Caixa Com 1 Frasco De Po Para Suspensao De Uso Oral  Frasco Com Capacidade De 100Ml  + Seringa Dosadora",Não especificada,7896004774534,43.91,"R$ 41,31 ",1.32,3% ,42.589999999999996
"Nitazoxanida 20Mg Ml Germed, Caixa Com 1 Frasco De Po Para Suspensao De Uso Oral  Frasco Com Capacidade De 45Ml  + Seringa Dosadora",Não especificada,7896004774527,19.46,"R$ 18,31 ",0.58,3% ,18.880000000000003
Levofloxacino 500mg 7 Comprimidos - Eurofarma,Eurofarma,7891317414139,114.91,"R$ 41,24 ",72.39,63% ,42.519999999999996
Amoxicilina 875mg + Clavulanato de Potássio 125mg EMS 14 Comprimidos Revestidos,EMS,7896004719597,172.93,"R$ 78,84 ",91.65,53% ,81.28
Mupirocina 20mg g Prati-Donaduzzi Bisnaga 15g Pomada de Uso Dermatológico,Prati-Donaduzzi,7898148297542,47.45,"R$ 44,65 ",1.42,3% ,46.03
Amoxicilina 500mg Neo Química com 21 Cápsulas,Neo Química,7896714207384,44.48,"R$ 28,91 ",14.68,33% ,29.799999999999997
"Tobramicina 0,3  col 5ml neo",Neo Química,7896714215204,23.68,"R$ 21,14 ",1.89,8% ,21.79
Amoxicilina 250mg susp 150ml neo,Não especificada,7896714205731,35.54,"R$ 29,99 ",4.62,13% ,30.919999999999998
Cloridrato de Ciprofloxacino 500mg Eurofarma 14 Comprimidos Revestidos,Eurofarma,7891317191733,51.48,"R$ 38,45 ",11.84,23% ,39.64
"Ceftriaxona 1g 1 Frasco-Ampola de Pó + 1 Ampola com 3,5ml de Diluente - Eurofarma",Eurofarma,7891317007836,43.78,"R$ 26,33 ",16.64,38% ,27.14
"Diprogenta 0,64mg g + 1mg g 30g Creme",Cosmed,7891142142283,52.82,"R$ 44,57 ",6.87,13% ,45.95
Pomada Kollagenase Com Cloranfenicol Cristália 15g,Laboratório Cristália,7896676427844,38.2,"R$ 33,72 ",3.44,9% ,34.760000000000005
Vazidin Mr Trimetazidina 35mg 30 comprimidos,Não especificada,7898216360765,69.52,69.52,6.95,10% ,62.56999999999999
"Procoralan Ivabradina 7,5mg 56 comprimidos",Servier,7898029557154,215.41,215.41,38.77,18% ,176.64
Monocordil Mononitrato de Isossorbida 50mg 30 cápsulas,Baldacci,7897851200603,90.8,90.8,13.62,15% ,77.17999999999999
Macrodantina 100mg 28 Cápsulas,Cosmed,7891142165770,16.78,"R$ 13,83 ",2.52,15% ,14.260000000000002
Clavulin BD 875mg + 125mg ml 14 Comprimidos,GSK,7896015510022,145.41,"R$ 87,21 ",55.5,38% ,89.91
Cloridrato de Tetraciclina 500mg 12 cápsulas Prati Donaduzzi Genérico,Prati-Donaduzzi,7898148291335,31.48,"R$ 26,57 ",4.09,13% ,27.39
Otociriax 20mg+10mg ml caixa 5ml,Farmoquímica,7898040321079,50.93,"R$ 41,99 ",7.64,15% ,43.29
"Traturil 5,631g 1 Envelope 8g",Apsen,7896637030007,64.73,"R$ 53,37 ",9.71,15% ,55.02
Cloridrato de Ciprofloxacino 500mg Pharlab com 14 comprimidos Revestidos,Aurobindo Pharma do Brasil,7898361881313,32.86,"R$ 14,98 ",17.42,53% ,15.439999999999998
Sulfametoxazol Trimetoprima 400mg + 80mg Prati Donaduzzi 20 Comprimidos,Prati-Donaduzzi,7898148301065,18.18,"R$ 17,10 ",0.55,3% ,17.63
Amoxicilina 875mg 14cpr ger,Germed Pharma,7896004710501,70.31,"R$ 52,52 ",16.17,23% ,54.14
Azitromicina 1g Genérico Prati 1 Comprimido Revestido,Prati-Donaduzzi,7899547502039,25.51,"R$ 22,77 ",2.04,8% ,23.470000000000002
Atak Clav 875mg + 125mg 14 Comprimidos Revestidos,Eurofarma,7899640804665,71.51,"R$ 58,96 ",10.73,15% ,60.78
Maxiflox D 35 + 1mg pomada oftálmica bisnaga com 35g,Laboratório Cristália,7896676432824,51.25,"R$ 44,75 ",5.12,10% ,46.13
Astro 500mg 5 Comprimidos,Eurofarma,7891317420840,41.33,"R$ 36,48 ",3.72,9% ,37.61
Zymar 03  solução frasco com 5ml,Allergan,7897316804902,53.93,"R$ 44,46 ",8.09,15% ,45.84
Cylocort 3 + 1mg pomada oftálmica bisnaga com 35g,União Química,7896006225010,38.63,"R$ 32,97 ",4.64,12% ,33.99
Monuril 5631g 2 envelopes com 8g,Zambon,7898074615212,141.39,"R$ 116,57 ",21.21,15% ,120.17999999999998
Cefalexina 250mg 5ml Teuto Pó para Suspensão Oral 100ml,Teuto,7896112128861,51.15,"R$ 45,65 ",4.09,8% ,47.06
Otosporin 10mg ml + 10.000ui ml + 5mg ml solução otológica frasco gotejador com 10ml,Farmoquímica,7898040320942,16.98,"R$ 14,99 ",1.53,9% ,15.450000000000001
Lansoprazol 30mg + Claritromicina 500mg + Amoxicilina Tri-Hidratada 500mg 84 cápsulas Teuto Genérico,Não especificada,7896112151180,218.33,"R$ 173,66 ",39.3,18% ,179.03000000000003
Tetralysal 300Mg Caixa Com 28 Cápsulas,Galderma,7897930761322,341.98,"R$ 233,87 ",100.88,29% ,241.10000000000002
Verutex B 15g Creme,Leo Pharma,5702191007961,105.67,"R$ 87,13 ",15.85,15% ,89.82000000000001
Levofloxacino 500mg 10 Comprimidos - Eurofarma,Eurofarma,7891317414221,163.96,"R$ 42,94 ",119.69,73% ,44.27000000000001
Azitromicina 500mg Neo Química 5 Comprimidos Revestidos,Neo Química,7896714208145,38.83,"R$ 32,77 ",5.05,13% ,33.78
"Colpistatin 62,5mg + 25.000 UI Bisnaga 40g + 10 Aplicadores",Aché,7896658000805,55.83,"R$ 46,04 ",8.37,15% ,47.46
Bactrim F 800 + 160mg caixa com 10 comprimidos,Farmoquímica,7896226500386,36.67,"R$ 29,88 ",5.87,16% ,30.8
"Kollagenase com Cloranfenicol 10mg g + 0,6UI g 30g Pomada de Uso Dermatológico",Laboratório Cristália,7896676402544,76.38,"R$ 65,19 ",9.17,12% ,67.21
Trok-G 30g Creme,Eurofarma,7891317452650,33.03,"R$ 29,16 ",2.97,9% ,30.060000000000002
Cylocort 3 + 1mg ml solução oftálmica frasco gotejador com 5ml,União Química,7896006290100,40.46,"R$ 33,36 ",6.07,15% ,34.39
Amoxicilina 400mg 5ml Eurofarma 100ml,Eurofarma,7891317005054,48.23,"R$ 36,03 ",11.09,23% ,37.14
Amoxicilina 500mg Genérico Nova Química 21 Cápsulas,Multilab,7896472512270,30.37,"R$ 27,10 ",2.43,8% ,27.94
Lanico Suspensão Oral 400mg + 57mg 5mL Supera Rx 70mL,Supera,7899420506185,82.91,"R$ 68,36 ",12.44,15% ,70.47
Cloridrato de Moxifloxacino 400mg Eurofarma 5 Comprimidos Revestidos,Eurofarma,7891317124472,161.71,"R$ 65,88 ",93.79,58% ,67.92
Cloridrato de Moxifloxacino 400mg Eurofarma 7 Comprimidos Revestidos,Eurofarma,7891317124489,204.51,"R$ 93,24 ",108.39,53% ,96.11999999999999
Sulfametoxazol+Trimetoprima 200+40mg 5mL,EMS,7896004703732,17.91,"R$ 16,85 ",0.54,3% ,17.37
Flagyl 250mg 20 comprimidos,Sanofi,7896070600607,27.5,"R$ 22,68 ",4.12,15% ,23.38
"Azitromicina 900mg Prati Donaduzzi Suspensão com 22,5mL",Prati-Donaduzzi,7899547501469,74.14,"R$ 30,21 ",43.0,58% ,31.14
Clavulin BD 875 125mg GSK 20 Comprimidos,GSK,7896015510015,179.43,"R$ 130,85 ",44.53,25% ,134.9
Vigadexa 5mg ml + 1mg ml Solução Oftálmica 5ml,Novartis,7896548197554,51.3,"R$ 45,28 ",4.62,9% ,46.68
"Ktriz Colagenase 0,6U + Cloranfenicol 0,01Gr Pomada Com 15Gr",Supera,7899420507311,38.8,"R$ 33,12 ",4.66,12% ,34.14
"Triancinolona 1mg + Sulfato de Neomicina 2, 50mg + Gramicidina 0, 25mg + Nistatina 100.000UI Eurofar",Eurofarma,7891317454371,42.24,"R$ 29,50 ",11.83,28% ,30.410000000000004
"Azitromicina Di-Hidratada 900mg Suspensão Oral 22,5ml Neo Química Genérico",Neo Química,7896714215495,78.57,"R$ 32,01 ",45.57,58% ,32.99999999999999
Sulfametoxazol + Trimetoprima Suspenção,Teuto,7896112127512,17.52,"R$ 16,48 ",0.53,3% ,16.99
Lansoprazol 30mg + Claritromicina 500mg + Amoxicilina Tri-Hidratada 500mg 84 cápsulas Teuto Genérico,Não especificada,7896112151142,249.67,"R$ 186,48 ",57.42,23% ,192.25
Lanico 875mg + 125mg comprimidos,Supera,7899420506642,166.01,"R$ 136,88 ",24.9,15% ,141.10999999999999
Xafac Rivaroxabana 20mg 14 Comprimidos,Não especificada,7896637033008,95.16,"R$ 87,69 ",4.76,5% ,90.39999999999999
Suspensão Oral Ceclor 375mg 5mL EMS 100mL,EMS Sigma Pharma,7894916505147,163.71,"R$ 134,98 ",24.56,15% ,139.15
Claritromicina 500mg EMS 14 Comprimidos,EMS,7896004700991,245.19,"R$ 76,11 ",166.73,68% ,78.46000000000001
Azitromicina 1g Genérico Prati 1 Comprimido Revestido,Germed Pharma,7896004715278,34.35,"R$ 25,66 ",7.9,23% ,26.450000000000003
Azitromicina Di-Hidratada 600mg g Eurofarma Frasco em Pó Para Suspensão de Uso Oral + 1 Flaconete 9ml de Diluente + Seringa Dosadora,Eurofarma,7891317102012,63.83,"R$ 38,38 ",24.26,38% ,39.56999999999999
Sigma Clav BD 875mg + 125mg 20 Comprimidos,Não especificada,7894916508537,124.61,"R$ 69,83 ",52.62,42% ,71.99000000000001
Levofloxacino Hemi-Hidratado 500mg 7 Comprimidos,Não especificada,7899547528442,55.21,"R$ 43,91 ",9.94,18% ,45.27
Amoxicilina 500Mg 21Caps Pra,Prati-Donaduzzi,7898148298914,29.16,"R$ 27,44 ",0.87,3% ,28.29
"Cloridrato de Ciprofloxacino 3,5mg mL + Dexametasona 1,0mg mL Solução Oftálmica 5mL EMS Genérico",EMS,7896004722528,31.34,"R$ 26,45 ",4.07,13% ,27.27
Sigma- Clav BD 400mg + 57mg 70mL Suspensão,Não especificada,7894916501477,63.6,"R$ 34,16 ",28.38,45% ,35.22
"Azitromicina Di-Hidratada 500Mg Ache, Caixa Com 3 Comprimidos Revestidos",Não especificada,7896181926597,22.96,"R$ 13,81 ",8.72,38% ,14.24
Tobracort Col 5ml,Não especificada,7898283990520,39.48,"R$ 38,30 ",0.0,0% ,39.48
"Azitromicina 1500mg Eurofarma Flaconete Solúvel 37,5ml",Eurofarma,7891317101978,130.93,"R$ 59,69 ",69.39,53% ,61.540000000000006
"Cilodex 3,5mg mL + 1mg mL 5mL Solução Alcon",Novartis,7896548161746,48.84,"R$ 43,58 ",3.91,8% ,44.93000000000001
Amoxicilina 400mg EMS 400mg 100ml Suspensão Oral,EMS,7896004704593,47.1,"R$ 39,75 ",6.12,13% ,40.980000000000004
Sinot Clav 875mg + 125mg 20 Comprimidos,Eurofarma,7891317421755,166.01,"R$ 136,88 ",24.9,15% ,141.10999999999999
Ampicilina 500mg Prati-Donaduzzi 21 Cápsulas,Prati-Donaduzzi,7898148291137,53.46,"R$ 29,56 ",22.99,43% ,30.470000000000002
Cloridrato de Moxifloxacino 400mg EMS 5 Comprimidos Revestidos,EMS,7896004734354,155.9,"R$ 63,52 ",90.42,58% ,65.48
Lidosporin 10mL Solução,Farmoquímica,7898244720135,16.82,"R$ 14,69 ",1.68,10% ,15.14
Levofloxacino 500mg 10 Comprimidos Revestidos,Não especificada,7896181920687,156.38,"R$ 40,95 ",114.16,73% ,42.22
Foritus 500mg Eurofarma 14 Comprimidos Revestidos,Eurofarma,7891317191658,55.25,"R$ 48,77 ",4.97,9% ,50.28
Claritromicina 500mg Genérico,EMS,7896004701172,167.29,"R$ 84,38 ",80.3,48% ,86.99
Clavulin BD 400mg + 57mg ml Suspensão Oral 70ml,GSK,7896015568214,107.07,"R$ 77,50 ",27.17,25% ,79.89999999999999
Cloridrato de Minociclina - Ranbaxy 100mg caixa com 30 comprimidos,Ranbaxy,7897076909121,138.45,"R$ 96,69 ",38.77,28% ,99.67999999999998
Gynotran Óvulo Com 7 Unidades,Exeltis,7891106903967,119.18,"R$ 101,73 ",14.3,12% ,104.88000000000001
Bactrim Pediátrico 100mL,Farmoquímica,7896226500379,29.59,"R$ 27,84 ",0.89,3% ,28.7
Ácido Fusídico + Valerato de Betametasona - Nova Química 20 + 1mg g creme dermatológico bisnaga com 15g,Nova Química,7895296034029,63.31,"R$ 55,27 ",6.33,10% ,56.980000000000004
Esogastro IBP 500mg + 500mg + 20mg Ems 14 blísteres + 14 Comprimidos Revestidos,EMS,7894916512558,445.74,"R$ 363,19 ",71.32,16% ,374.42
"Ciloxan 3,5mg mL Solução Oftálmica Estéril 5ml",Novartis,7896548112793,33.11,"R$ 27,30 ",4.97,15% ,28.14
Flagyl 250mg 24 comprimidos,Sanofi,7896070600799,37.72,"R$ 31,10 ",5.66,15% ,32.06
"Axetil Cefuroxima 250Mg Ranbaxy, Caixa Com 14 Comprimidos",Não especificada,7897076918826,138.21,"R$ 103,23 ",31.79,23% ,106.42000000000002
Norfloxacino 400mg Sandoz 14 Comprimidos,Não especificada,7897595605030,36.09,"R$ 33,96 ",1.08,3% ,35.010000000000005
Sulfametoxazol Trimetoprima 800mg + 160mg Prati Donaduzzi 10 Comprimidos,Prati-Donaduzzi,7898148301096,20.96,"R$ 18,70 ",1.68,8% ,19.28
Bactrim F 400mg + 80mg Suspensão Oral com 100mL,Farmoquímica,7896226500423,57.23,"R$ 47,19 ",8.58,15% ,48.65
Regencel 10000ui + 25 5 5mg pomada oftálmica 35g,Laboratório Cristália,7896180300510,17.88,"R$ 15,26 ",2.15,12% ,15.729999999999999
Decadron Colírio 1mg mL 5mL Solução,Aché,7896658003547,17.23,"R$ 14,21 ",2.58,15% ,14.65
"Adinos Gen 0,5mg g + 1mg g 30g Gel Aché",Aché,7896658011412,51.64,"R$ 42,57 ",7.75,15% ,43.89
Tericin At Creme Vaginal Arese 45g + 10 Aplicadores,Arese Pharma,7896317904802,78.35,"R$ 64,60 ",11.75,15% ,66.6
"Ceftriaxona Sódica IM 1g Pó para Solução Injetável 5 ampolas de 3,5ml Eurofarma Genérico",Eurofarma,7891317002190,197.07,"R$ 118,51 ",74.89,38% ,122.17999999999999
Fibrinase com Cloranfenicol 666u g + 1u g + 10mg g pomada com 10g,Laboratório Cristália,7896676408294,39.97,"R$ 34,89 ",4.0,10% ,35.97
"Maxinom 3,5g Pomada União Química",Não especificada,7896006290483,34.78,"R$ 30,36 ",3.48,10% ,31.3
"Astro 900mg Eurofarma Suspensão Oral 22, 5mL",Eurofarma,7891317436148,78.68,"R$ 69,45 ",7.08,9% ,71.60000000000001
Ceftriaxona Sódica 500mg Pó para Solução Injetável 1 ampola de 2mL Eurofarma Genérico,Eurofarma,7891317007829,29.13,"R$ 20,34 ",8.16,28% ,20.97
Pomada Kollagenase Com Cloranfenicol Cristália 50g,Laboratório Cristália,7896676402575,127.3,"R$ 103,72 ",20.37,16% ,106.92999999999999
Tobrex 3mg solução oftálmica frasco gotejador com 5ml,Novartis,7896548112717,39.04,"R$ 37,87 ",0.0,0% ,39.04
Claritromicina 500mg Genérico Medley 10 Comprimidos,Medley,7896422503600,98.29,"R$ 54,35 ",42.26,43% ,56.03000000000001
Levofloxacino 500mg Genérico Cimed 7 Comprimidos,Cimed,7896523213408,83.99,"R$ 42,36 ",40.32,48% ,43.669999999999995
Cefalexina 500MG Com 40 comprimidos Teuto Genérico,Teuto,7896112149422,113.32,"R$ 90,13 ",20.4,18% ,92.91999999999999
Amoxicilina 500mg Germed 15 Cápsulas,Germed Pharma,7896004702247,26.7,"R$ 23,82 ",2.14,8% ,24.56
Levofloxacino 500mg Biosintética 7 Comprimidos Revestidos,Não especificada,7896181920670,110.26,"R$ 44,92 ",63.95,58% ,46.31
Amoxicilina Tri-hidratada 500mg + Claulanato de Potássio 125mg 14comp Sandoz Genérico.,Sandoz,7897595624635,100.21,"R$ 65,13 ",33.07,33% ,67.13999999999999
Ceftriaxona Dissódica 1g Pó para Solução Injetável 1 ampola + ampola de diluente de 2ml Teuto Genérico,Teuto,7896112196266,42.58,"R$ 25,61 ",16.18,38% ,26.4
Clindamicina 300mg 16cpr uq,Não especificada,7896006225744,114.76,"R$ 80,15 ",32.13,28% ,82.63
Metronidazol 100mg g Gel 55g Neo Química,Não especificada,7896714202693,40.28,"R$ 28,13 ",11.28,28% ,29.0
"Colírio Oflox 0,30  Allergan 5mL",Allergan,7897316800256,53.89,"R$ 44,44 ",8.08,15% ,45.81
"Amoxicilina 250mg + Clavulanato de Potássio 62,5mg EMS Frasco 75ml",EMS,7896004703428,74.68,"R$ 52,16 ",20.91,28% ,53.77000000000001
Amoxicilina 500mg EMS 15 Cápsulas,EMS,7896004700441,26.94,"R$ 24,04 ",2.16,8% ,24.78
Norfloxacino 400mg Medley 14 Comprimidos,Medley,7896422507400,48.41,"R$ 36,16 ",11.13,23% ,37.279999999999994
Trok-G 30g Pomada,Eurofarma,7891317452933,33.03,"R$ 27,24 ",4.95,15% ,28.080000000000002
Zypred Suspensão Oftálmica Estéril Allergan 6mL,Allergan,7897316805442,92.58,"R$ 76,33 ",13.89,15% ,78.69
Axetilcefuroxima 250mg Ranbaxy 10 Comprimidos,Ranbaxy,7897076907608,98.75,"R$ 78,55 ",17.77,18% ,80.98
Amoxicilina 500mg 5ml Prati150ml,Prati-Donaduzzi,7898148298877,25.67,"R$ 24,90 ",0.0,0% ,25.67
Metronidazol 100mg g Prati Donaduzzi Gel com 50g,Prati-Donaduzzi,7899547507393,24.61,"R$ 23,15 ",0.74,3% ,23.87
Benzoilmetronidazol 40mg ml EMS Suspensão Oral 120ml,EMS,7896004702049,16.76,"R$ 15,77 ",0.5,3% ,16.26
Amoxicilina 875mg + Clavulanato de Potássio 125mg Germed 14 Comprimidos,Germed Pharma,7896004719610,172.93,"R$ 95,61 ",74.36,43% ,98.57000000000001
Ceclor BD Sigma Pharma 500mg Com 10 Comprimidos,Não especificada,7894916505673,105.38,"R$ 102,22 ",0.0,0% ,105.38
Amoxicilina 400mg 5ml Biosintética Pó para Suspensão Oral 100ml + Seringa Dosadora,Biosintética - Aché,7896181918370,43.33,"R$ 38,66 ",3.47,8% ,39.86
Claritromicina 500mg Medley 14 Comprimidos,Medley,7896422503617,141.02,"R$ 64,29 ",74.74,53% ,66.28000000000002
Maxiflox -D Latinofarma Colírio 5mL,Laboratório Cristália,7896180300152,46.62,"R$ 40,70 ",4.66,10% ,41.959999999999994
Sinot Clav 875mg + 125mg 14 Comprimidos,Eurofarma,7891317421748,120.54,"R$ 105,24 ",12.05,10% ,108.49000000000001
Amoxicilina Tri-hidratada 875mg + Clavulanato de Potássio 125mg EMS 20 Comprimidos,EMS,7896004759609,108.61,"R$ 102,19 ",3.26,3% ,105.35
Tobradex 3mg ml + 1mg ml Solução Oftálmica 5ml,Novartis,7896548112908,47.45,"R$ 46,03 ",0.0,0% ,47.45
Bactrim 400 + 80mg caixa com 20 comprimidos,Farmoquímica,7896226500416,37.35,"R$ 30,43 ",5.98,16% ,31.37
Maxitrol 1 + 5mg + 6mui suspensão oftálmica frasco gotejador com 5ml,Novartis,7896548111987,23.72,"R$ 23,01 ",0.0,0% ,23.72
Sinot Clav 400+57Mg 70Ml,Eurofarma,7891317469238,82.91,"R$ 72,38 ",8.29,10% ,74.62
"Astro 1.500mg Suspensão Oral 37,5ml",Eurofarma,7891317451752,78.68,"R$ 67,16 ",9.44,12% ,69.24000000000001
Astro 600mg Suspensão Oral 15ml,Eurofarma,7891317412692,55.25,"R$ 48,77 ",4.97,9% ,50.28
"Dipropionato de Betametasona 0,5mg g + Sulfato de Gentamicina 1mg g Ems Creme Dermatológico 30g",EMS,7896004711690,30.48,"R$ 24,24 ",5.49,18% ,24.990000000000002
Oto Betnovate 1 + 10 + 5mg ml solução otológica frasco gotejador com 10ml,Farmoquímica,7898040321390,36.7,"R$ 32,04 ",3.67,10% ,33.03
"Decadron Fosfato Dissódico de Dexametasona 5mg + Neomicina 3,5mg + Cloridrato de Fenilefrina 5mg + Solução Nasal 20mL",Aché,7896658003561,42.1,"R$ 34,72 ",6.31,15% ,35.79
Azitromicina 500mg Genérico Prati 3 Comprimidos Revestidos,Não especificada,7898148290376,17.94,"R$ 16,88 ",0.54,3% ,17.400000000000002
"Levofloxacino 750Mg Ache, Caixa Com 5 Comprimidos Revestidos",Biosintética - Aché,7896658036347,68.22,"R$ 41,03 ",25.92,38% ,42.3
"Levofloxacino 750Mg Ache, Caixa Com 7 Comprimidos Revestidos",Biosintética - Aché,7896658036354,95.53,"R$ 57,45 ",36.3,38% ,59.230000000000004
Tobramicina 3mg ml Nova Química Frasco 5ml Uso Oftálmico,Nova Química,7895296052016,23.58,"R$ 21,04 ",1.89,8% ,21.689999999999998
Trivagel N creme vaginal bisnaga com 60g + 10 aplicadores,Marjan Farma,7896226102504,95.55,"R$ 78,78 ",14.33,15% ,81.22
Amoxicilina 500mg EMS 21 Cápsulas,EMS,7896004700427,37.54,"R$ 33,50 ",3.0,8% ,34.54
Astro Azitomicina Di-Hidratada 500mg 3 comprimidos,Eurofarma,7891317412708,24.81,"R$ 21,90 ",2.23,9% ,22.58
Sulfametoxazol + Trimetoprima - Teuto 400 + 80mg caixa com 20 comprimidos,Teuto,7896112145776,17.82,"R$ 17,29 ",0.0,0% ,17.82
Azitromicina Di-Hidratada 600mg Suspensão Oral 15mL + 1 Seringa Dosadora Neo Química Genérico,Neo Química,7896714215501,63.8,"R$ 38,37 ",24.24,38% ,39.56
Cloridrato de Clindamicina Teuto 300mg 16 Cápsulas Gelatinosas Duras,Teuto,7896112123033,93.44,"R$ 78,85 ",12.15,13% ,81.28999999999999
Benzoilmetronidazol 250mg Prati-Donaduzzi 20 Comprimidos Revestidos,Prati-Donaduzzi,7898148294381,15.45,"R$ 12,29 ",2.78,18% ,12.67
