Nome,Marca,EAN,Preço,Preço com desconto,Valor do desconto,Porcentagem de desconto
Reuplaq 400mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317010041,105.34,92.7,12.64,12.0
Sonic 100mg com 30 Comprimidos - Sonic,EUROFARMA RX,7891317011284,64.08,50.05,14.030000000000001,21.9
BetaTrinta Injeção com 6 Ampolas - Eurofarma,EUROFARMA RX,7891317013660,154.96,136.36,18.599999999999994,12.0
Alta D 7000ui com 30 Cápsulas - Eurofarma,EUROFARMA RX,7891317026004,88.07,74.86,13.209999999999994,15.0
Sonic 50mg com 60 Comprimidos - Eurofarma,EUROFARMA RX,7891317011277,64.08,49.74,14.339999999999996,22.4
"Molièri 3mg + 0,02mg com 30 Comprimidos - Eurofarma",EUROFARMA RX,7891317023362,71.2,52.98,18.220000000000006,25.6
"Molièri 3mg + 0,03mg com 28 Comprimidos - Eurofarma",EUROFARMA RX,7891317020392,71.2,52.91,18.290000000000006,25.7
Bedoze 5mg/ml com 2 Ampolas de 1ml cada - Eurofarma,EUROFARMA RX,7891317026554,40.5,34.43,6.07,15.0
Desve 50mg - 60 Comprimidos,EUROFARMA RX,7891317007225,137.3,105.97,31.330000000000013,22.8
Dixil 50mg/ml Spray 50ml - Eurofarma,EUROFARMA RX,7891317025205,69.41,61.08,8.329999999999998,12.0
Piemonte 4mg com 30 Sachês - Eurofarma,EUROFARMA RX,7891317154301,86.73,73.72,13.010000000000005,15.0
Dexalgen NF 3 Ampolas 2ml/3 Ampolas 1ml - Eurofarma,EUROFARMA RX,7891317010751,52.59,46.28,6.310000000000002,12.0
Suganon 5mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317005641,161.73,125.8,35.92999999999999,22.2
Amalfi 20mg com 30 Cápsulas - Eurofarma,EUROFARMA RX,7891317018559,128.12,110.18,17.939999999999998,14.0
Carbolitium 300mg com 60 Comprimidos - Eurofarma,EUROFARMA RX,7891317013608,59.9,49.09,10.809999999999995,18.0
Carbolitium CR 450mg com 60 Comprimidos - Eurofarma,EUROFARMA RX,7891317027940,129.32,111.25,18.069999999999993,14.0
Naire 20mg com 15 Comprimidos - Eurofarma,EUROFARMA RX,7891317011390,66.28,58.33,7.950000000000003,12.0
Naire 20mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317011383,132.6,116.69,15.909999999999997,12.0
Musculare 10mg com 15 Comprimidos - Eurofarma,EUROFARMA RX,7891317432362,22.84,20.1,2.7399999999999984,12.0
Neo B 5000mcg + 100mg + 100mg com 60 Comprimidos - Eurofarma,EUROFARMA RX,7891317009618,165.45,133.25,32.19999999999999,19.5
"Artico 1,5+1,2g Pó Maracujá com 30 Saches - Eurofarma",EUROFARMA RX,7891317009304,246.82,186.09,60.72999999999999,24.6
"Artico 1,5 + 1,2g Pó Guaraná com 30 Saches - Eurofarma",EUROFARMA RX,7891317009342,246.82,188.88,57.94,23.5
Pietra ED 2mg com 90 Comprimidos - Eurofarma,EUROFARMA RX,7891317020651,162.93,124.02,38.91000000000001,23.9
"Ventus 0,5mg/g 17.5ml - Eurofarma",EUROFARMA RX,7891317010386,67.67,59.55,8.120000000000005,12.0
Esc 20mg com 60 Comprimidos - Eurofarma,EUROFARMA RX,7891317010485,236.88,183.99,52.889999999999986,22.3
Desve 100mg com 60 Comprimidos - Eurofarma,EUROFARMA RX,7891317007232,160.18,127.62,32.56,20.3
Esc ODT 20mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317011475,191.07,147.4,43.66999999999999,22.9
Esc ODT 15mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317011468,151.92,118.08,33.83999999999999,22.3
Esc ODT 10mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317011451,102.52,82.2,20.319999999999993,19.8
Esc ODT 5mg com 30 Comprimisso - Eurofarma,EUROFARMA RX,7891317011444,61.97,49.31,12.659999999999997,20.4
Bup XL 300mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317010218,132.4,104.04,28.36,21.4
Bup XL150mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317010201,105.6,83.08,22.519999999999996,21.3
Turno 10mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317006075,45.77,35.57,10.200000000000003,22.3
Rivaxa 10mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317017699,46.62,35.99,10.629999999999995,22.8
Rivaxa 15mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317017712,45.77,35.44,10.330000000000005,22.6
Rivaxa 20mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317017729,45.77,35.3,10.470000000000006,22.9
Mtor 1g - 90 Comprimidos,EUROFARMA RX,7891317010898,299.9,299.9,0.0,0.0
Attenze 10mg com 30 Comprimidos - Eurofarma,EUROFARMA RX,7891317010287,45.63,36.26,9.370000000000005,20.5
