"dt_ini","dt_fin","id_cnpj","reg","uf","vl_or","cod_rec","id_importation","id_tenant","dt_created","dt_updated","year","month","day","hour","minute","rown"
"01/04/2023","30/04/2023","09017661000609",E300,AP,106.16,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,MS,6439.969999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661001095",E300,SP,70.78999999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,BA,1208.6399999999999,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,TO,922.4499999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000528",E300,GO,819.05,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000790",E300,RS,36.78,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661001095",E300,RJ,24.32,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,BA,7251.779999999995,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661000528",E300,MS,54.57,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,TO,71.8,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000528",E300,ES,83.08,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000528",E300,PE,174.93,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,SE,2960.7,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000951",E300,GO,37.79,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,PI,1278.87,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,AC,51.33,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000790",E300,AC,302.56,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,PA,2122.4199999999996,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,RJ,2802.030000000001,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,MG,17982.35999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,CE,1201.8500000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000528",E300,PI,97.47,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000528",E300,MA,186.23,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661001095",E300,SC,59.8,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000102",E300,PE,263.67,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661000528",E300,MG,188.14,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,DF,7250.109999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661001095",E300,MG,95.91,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,RS,6952.2199999999975,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2023","31/10/2023","09017661001095",E300,SP,85.12,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,PB,2260.9300000000003,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,RJ,139.76,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,RN,767.4000000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,PI,884.64,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,MA,2033.9,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,GO,10014.79,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661000528",E300,DF,95.59,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,PR,10374.72,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,RS,6039.199999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000528",E300,RS,464.12,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,ES,786.2200000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000528",E300,RN,104.59,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,ES,3893.7500000000005,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,RN,647.88,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000790",E300,GO,358.58,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000528",E300,RJ,568.8000000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,PA,659.34,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,PI,2734.2400000000002,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/06/2023","30/06/2023","09017661000528",E300,GO,145.85,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,RJ,15664.88,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,RR,301.27,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000528",E300,MG,609.9599999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,MG,10562.059999999998,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,PB,2135.16,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,AP,281.75,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000528",E300,MG,154.63,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,AL,190.57,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000528",E300,RJ,263.05,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,AC,561.03,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,PR,9585.909999999998,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,GO,8213.839999999998,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000528",E300,BA,132.09,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,MA,333.02,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000528",E300,ES,335.5,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/06/2023","30/06/2023","09017661000528",E300,ES,165.7,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000609",E300,PR,10383.090000000004,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,MT,4949.4800000000005,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/03/2023","31/03/2023","09017661000609",E300,RO,514.65,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2022","31/12/2022","09017661000609",E300,PA,802.31,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000609",E300,AC,421.83,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2022","31/12/2022","09017661000609",E300,CE,1316.3000000000002,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000609",E300,AL,438.0800000000001,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/01/2023","31/01/2023","09017661000609",E300,DF,9830.189999999999,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,SC,5929.430000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,SE,1631.0099999999998,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000102",E300,SC,17.95,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000528",E300,BA,32.129999999999995,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/03/2023","31/03/2023","09017661000609",E300,DF,8992.450000000003,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000528",E300,PB,31.24,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,SC,2244.0699999999993,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,BA,880.1400000000001,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000609",E300,PR,7227.1100000000015,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000609",E300,RJ,6091.220000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000366",E300,MG,257.3,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000102",E300,RS,29.05,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2022","31/08/2022","09017661000609",E300,RO,1295.1800000000003,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000609",E300,MT,1981.7200000000003,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2022","31/07/2022","09017661000609",E300,PR,8409.129999999994,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2022","31/07/2022","09017661000609",E300,RS,5061.64,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000528",E300,MS,224.68,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2022","31/08/2022","09017661000609",E300,PB,2012.3700000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,AL,183.77,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,AM,1487.14,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661001095",E300,RJ,161.88,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2022","30/11/2022","09017661000609",E300,AL,16.28,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2022","31/07/2022","09017661000609",E300,RJ,10971.050000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000528",E300,RJ,28.339999999999996,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,AM,2338.4599999999996,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000609",E300,PA,631.23,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000609",E300,SE,4545.62,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000609",E300,AC,114.53,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661000790",E300,MS,336.17999999999995,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000609",E300,PI,1676.96,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000609",E300,PA,1473.6000000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000609",E300,AL,107.22,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,CE,896.77,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/06/2023","30/06/2023","09017661000790",E300,BA,230.04,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000609",E300,MS,6651.69,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2022","30/11/2022","09017661000609",E300,RN,1901.7400000000002,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000609",E300,MA,660.41,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000609",E300,SC,5754.420000000001,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000609",E300,AM,2485.4099999999994,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2022","31/12/2022","09017661000609",E300,BA,2459.38,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2022","31/12/2022","09017661000609",E300,PE,1971.8400000000006,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000528",E300,RS,92.8,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/03/2023","31/03/2023","09017661000102",E300,SC,31.55,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000528",E300,RJ,23.58,"100129","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,DF,10024.559999999998,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,PE,1938.0800000000002,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661001095",E300,RS,49.8,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661000528",E300,SC,36.66,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000951",E300,SC,34.8,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000609",E300,MA,2125.12,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000528",E300,PR,97.17,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000609",E300,RO,1433.96,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/03/2023","31/03/2023","09017661000609",E300,MS,7833.920000000002,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000447",E300,MT,51.0,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/01/2023","31/01/2023","09017661000609",E300,MT,3077.34,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000528",E300,MT,130.0,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/06/2023","30/06/2023","09017661000447",E300,PR,195.52,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000528",E300,GO,281.52,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661000528",E300,SE,277.13,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/10/2022","31/10/2022","09017661000609",E300,GO,4375.4400000000005,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000528",E300,SC,344.21000000000004,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000528",E300,PA,204.04,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000528",E300,MS,139.0,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/03/2023","31/03/2023","09017661000790",E300,ES,69.2,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661001257",E300,SC,27.93,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2022","31/08/2022","09017661000609",E300,AL,502.87999999999994,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/01/2023","31/01/2023","09017661000609",E300,PR,7937.039999999996,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000609",E300,DF,27741.659999999993,"100102","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"01/08/2022","31/08/2022","09017661000609",E300,MA,1069.3,"100110","6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
