"id","cfop","cfop_descr","cfop_descricao_movimento","cfop_ext","classificacao","descricao","grupo","operacao_saida_icms","origem_destino","sub_grupo","tipo","tipo_operacao","classificacao_adicional","modulo_de_compras","compras_transf","tipo_icms","custo"
"1124","1124","1124 | Industrialização efetuada por outra empresa                                                               ","1124 | Industrialização efetuada por outra empresa | Dentro do estado                                                               ","124",Industrialização por encomenda,Industrialização efetuada por outra empresa                                                               ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"1911","1911","1911 | Entrada de amostra grátis                                                                                 ","1911 | Entrada de amostra grátis | Dentro do estado                                                                                 ","911",Amostra grátis,Entrada de amostra grátis                                                                                 ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2554","2554","2554 | Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento                             ","2554 | Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento | Interestadual                                ","554",Outras entradas,Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento                             ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5129","5129","5129 | Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof Sped)","5129 | Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof Sped) | Dentro do estado","129",Venda de insumo - recof,Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof Sped),Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"5903","5903","5903 | Retorno de mercadoria recebida para industrialização e não aplicada no referido processo                  ","5903 | Retorno de mercadoria recebida para industrialização e não aplicada no referido processo | Dentro do estado                  ","903",Outras saídas,Retorno de mercadoria recebida para industrialização e não aplicada no referido processo                  ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6359","6359","6359 | Prestação de serviço de transporte a contribuinte ou a não contribuinte quando a mercadoria transportada está dispensada de emissão de nota fiscal ","6359 | Prestação de serviço de transporte a contribuinte ou a não contribuinte quando a mercadoria transportada está dispensada de emissão de nota fiscal | Interestadual     ","359",Serviço de transporte,Prestação de serviço de transporte a contribuinte ou a não contribuinte quando a mercadoria transportada está dispensada de emissão de nota fiscal ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Prestações De Serviços De Transporte,Transporte,Saídas,Receita,Não,Não,Débito,Não
"7551","7551","7551 | Venda de bem do ativo imobilizado                                                                         ","7551 | Venda de bem do ativo imobilizado | Exportação                                                                               ","551",Ativo Imobilizado,Venda de bem do ativo imobilizado                                                                         ,Saídas Ou Prestações De Serviços Para O Exterior,Receita,Exportação,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1352","1352","1352 | Aquisição de serviço de transporte por estabelecimento industrial                                         ","1352 | Aquisição de serviço de transporte por estabelecimento industrial | Dentro do estado                                         ","352",Serviço de transporte,Aquisição de serviço de transporte por estabelecimento industrial                                         ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Aquisições De Serviços De Transporte,Transporte,Entradas,"",Sim,Compra,Crédito,Sim
"2153","2153","2153 | Transferência de energia elétrica para distribuição                                                       ","2153 | Transferência de energia elétrica para distribuição | Interestadual                                                          ","153",Transferência - energia elétrica,Transferência de energia elétrica para distribuição                                                       ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Transferências Para Industrialização, Produção rural, Comercialização Ou Prestação De Serviços",Mercadoria,Entradas,"",Sim,Transferência,Crédito,Não
"2925","2925","2925 | Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente       ","2925 | Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente | Interestadual          ","925",Outras entradas,"Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente       ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5354","5354","5354 | Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação               ","5354 | Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação | Dentro do estado               ","354",Serviço de transporte,Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação               ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Transporte,Transporte,Saídas,Receita,Não,Não,Débito,Não
"6109","6109","6109 | Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio        ","6109 | Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio | Interestadual           ","109",Venda de produção - ZFM,"Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio        ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6658","6658","6658 | Transferência de combustível ou lubrificante de produção do estabelecimento                               ","6658 | Transferência de combustível ou lubrificante de produção do estabelecimento | Interestadual                                  ","658",Transferência - produção,Transferência de combustível ou lubrificante de produção do estabelecimento                               ,Saídas Ou Prestações De Serviços Para Outros Estados,Transferência,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
CFOP,CFOP,CFOP_DESCRICAO,CFOP_DESCRICAO_MOVIMENTO,CFOP_EXTENSAO,CLASSIFICACAO,DESCRICAO,GRUPO,OPERACAO_SAIDA_ICMS,ORIGEM_DESTINO,SUB_GRUPO,TIPO,TIPO_OPERACAO,Classificação adicional,Modulo de compras,Compras_transf,Tipo_icms,Custo
"1664","1664","1664 | Retorno de combustível ou lubrificante remetido para armazenagem                                          ","1664 | Retorno de combustível ou lubrificante remetido para armazenagem | Dentro do estado                                          ","664",Armazenagem,Retorno de combustível ou lubrificante remetido para armazenagem                                          ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Entradas de combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2454","2454","2454 | Retorno simbólico do animal ou da produção ","2454 | Retorno simbólico do animal ou da produção | Interestadual","454",Outras entradas,Retorno simbólico do animal ou da produção ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Sistemas de integração e parceria rural,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5114","5114","5114 | Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil    ","5114 | Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil | Dentro do estado    ","114",Revenda,Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil    ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"5659","5659","5659 | Transferência de combustível ou lubrificante adquirido ou recebido de terceiro                            ","5659 | Transferência de combustível ou lubrificante adquirido ou recebido de terceiro | Dentro do estado                            ","659",Transferência - revenda,Transferência de combustível ou lubrificante adquirido ou recebido de terceiro                            ,Saídas Ou Prestações De Serviços Para O Estado,Transferência,Dentro do estado,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
"6304","6304","6304 | Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte               ","6304 | Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte | Interestadual                  ","304",Serviço de comunicação,Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte               ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Prestações De Serviços De Comunicação,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"7205","7205","7205 | Anulação de valor relativo à aquisição de serviço de comunicação                                          ","7205 | Anulação de valor relativo à aquisição de serviço de comunicação | Exportação                                                ","205",Devolução,Anulação de valor relativo à aquisição de serviço de comunicação                                          ,Saídas Ou Prestações De Serviços Para O Exterior,Outras,Exportação,"Devoluções de Compras para Industrialização, produção rural, comercialização ou anulações de valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"1102","1102","1102 | Compra para comercialização                                                                               ","1102 | Compra para comercialização | Dentro do estado                                                                               ","102",Revenda,Compra para comercialização                                                                               ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"1902","1902","1902 | Retorno de mercadoria remetida para industrialização por encomenda                                        ","1902 | Retorno de mercadoria remetida para industrialização por encomenda | Dentro do estado                                        ","902",Retorno industrialização por encomenda,Retorno de mercadoria remetida para industrialização por encomenda                                        ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2456","2456","2456 | Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural.","2456 | Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural | Interestadual","456",Outras entradas,Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural.,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Sistemas de integração e parceria rural,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5116","5116","5116 | Venda de produção do estabelecimento originada de encomenda para entrega futura                           ","5116 | Venda de produção do estabelecimento originada de encomenda para entrega futura | Dentro do estado                           ","116",Venda de produção,Venda de produção do estabelecimento originada de encomenda para entrega futura                           ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"5661","5661","5661 | Devolução de compra de combustível ou lubrificante adquirido para comercialização                         ","5661 | Devolução de compra de combustível ou lubrificante adquirido para comercialização | Dentro do estado                         ","661",Devolução,Devolução de compra de combustível ou lubrificante adquirido para comercialização                         ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,"",Não,Não,Débito,Não
"6306","6306","6306 | Prestação de serviço de comunicação a estabelecimento de produtor rural                                   ","6306 | Prestação de serviço de comunicação a estabelecimento de produtor rural | Interestadual                                      ","306",Serviço de comunicação,Prestação de serviço de comunicação a estabelecimento de produtor rural                                   ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Prestações De Serviços De Comunicação,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"7207","7207","7207 | Anulação de valor relativo à compra de energia elétrica                                                   ","7207 | Anulação de valor relativo à compra de energia elétrica | Exportação                                                         ","207",Devolução,Anulação de valor relativo à compra de energia elétrica                                                   ,Saídas Ou Prestações De Serviços Para O Exterior,Outras,Exportação,"Devoluções de Compras para Industrialização, produção rural, comercialização ou anulações de valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"1354","1354","1354 | Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação             ","1354 | Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação | Dentro do estado             ","354",Serviço de transporte,Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação             ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Aquisições De Serviços De Transporte,Transporte,Entradas,"",Sim,Compra,Crédito,Não
"2159","2159","2159 | Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo","2159 | Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo | Interestadual","159",Outras entradas,Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Transferências Para Industrialização, Produção rural, Comercialização Ou Prestação De Serviços",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2932","2932","2932 | Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador       ","2932 | Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador | Interestadual          ","932",Serviço de transporte - ST,Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador       ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Transporte,Entradas,"",Sim,Compra,Crédito,Sim
"5356","5356","5356 | Prestação de serviço de transporte a estabelecimento de produtor rural                                    ","5356 | Prestação de serviço de transporte a estabelecimento de produtor rural | Dentro do estado                                    ","356",Serviço de transporte,Prestação de serviço de transporte a estabelecimento de produtor rural                                    ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Transporte,Transporte,Saídas,Receita,Não,Não,Débito,Não
"6111","6111","6111 | Venda de produção do estabelecimento remetida anteriormente em consignação industrial                     ","6111 | Venda de produção do estabelecimento remetida anteriormente em consignação industrial | Interestadual                        ","111",Venda de produção,Venda de produção do estabelecimento remetida anteriormente em consignação industrial                     ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6660","6660","6660 | Devolução de compra de combustível ou lubrificante adquirido para industrialização subseqüente            ","6660 | Devolução de compra de combustível ou lubrificante adquirido para industrialização subseqüente | Interestadual               ","660",Devolução,Devolução de compra de combustível ou lubrificante adquirido para industrialização subseqüente            ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,"",Não,Não,Débito,Não
"1355","1355","1355 | Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica","1355 | Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica | Dentro do estado","355",Serviço de transporte,Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Aquisições De Serviços De Transporte,Transporte,Entradas,"",Sim,Compra,Crédito,Não
"2201","2201","2201 | Devolução de venda de produção do estabelecimento                                                         ","2201 | Devolução de venda de produção do estabelecimento | Interestadual                                                            ","201",Devolução,Devolução de venda de produção do estabelecimento                                                         ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2933","2933","2933 | Aquisição de serviço tributado pelo ISSQN                                                                 ","2933 | Aquisição de serviço tributado pelo ISSQN | Interestadual                                                                    ","933",Serviços , Aquisição de serviço tributado pelo ISSQN                                                                 ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Serviços,Entradas,"",Não,Não,Crédito,Não
"5357","5357","5357 | Prestação de serviço de transporte a não contribuinte                                                     ","5357 | Prestação de serviço de transporte a não contribuinte | Dentro do estado                                                     ","357",Serviço de transporte,Prestação de serviço de transporte a não contribuinte                                                     ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Transporte,Transporte,Saídas,Receita,Não,Não,Débito,Não
"6112","6112","6112 | Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação industrial   ","6112 | Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação industrial | Interestadual      ","112",Revenda,Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação industrial   ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"6661","6661","6661 | Devolução de compra de combustível ou lubrificante adquirido para comercialização                         ","6661 | Devolução de compra de combustível ou lubrificante adquirido para comercialização | Interestadual                            ","661",Devolução,Devolução de compra de combustível ou lubrificante adquirido para comercialização                         ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,"",Não,Não,Débito,Não
"1116","1116","1116 | Compra para industrialização ou produção rural originada de encomenda para recebimento futuro             ","1116 | Compra para industrialização ou produção rural originada de encomenda para recebimento futuro | Dentro do estado             ","116",Insumo,Compra para industrialização ou produção rural originada de encomenda para recebimento futuro             ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"1905","1905","1905 | Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral                         ","1905 | Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral | Dentro do estado                         ","905",Armazenagem,Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral                         ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2504","2504","2504 | Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros     ","2504 | Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros | Interestadual        ","504",Devolução,"Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros     ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas de mercadorias remetidas para formação de lote ou com fim específico de exportação e eventuais devoluções,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5119","5119","5119 | Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem      ","5119 | Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem | Dentro do estado      ","119",Revenda,"Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem      ",Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"5664","5664","5664 | Retorno de combustível ou lubrificante recebido para armazenagem                                          ","5664 | Retorno de combustível ou lubrificante recebido para armazenagem | Dentro do estado                                          ","664",Armazenagem,Retorno de combustível ou lubrificante recebido para armazenagem                                          ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,"",Não,Não,Débito,Não
"6352","6352","6352 | Prestação de serviço de transporte a estabelecimento industrial                                           ","6352 | Prestação de serviço de transporte a estabelecimento industrial | Interestadual                                              ","352",Serviço de transporte,Prestação de serviço de transporte a estabelecimento industrial                                           ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Prestações De Serviços De Transporte,Transporte,Saídas,Receita,Não,Não,Débito,Não
"7212","7212","7212 | Devolução de compras para industrialização sob o regime de Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof*Sped).","7212 | Devolução de compras para industrialização sob o regime de Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof*Sped) | Exportação","212",Devolução,Devolução de compras para industrialização sob o regime de Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof*Sped).,Saídas Ou Prestações De Serviços Para O Exterior,Outras,Exportação,"Devoluções de Compras para Industrialização, produção rural, comercialização ou anulações de valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"1117","1117","1117 | Compra para comercialização originada de encomenda para recebimento futuro                                ","1117 | Compra para comercialização originada de encomenda para recebimento futuro | Dentro do estado                                ","117",Revenda,Compra para comercialização originada de encomenda para recebimento futuro                                ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"1906","1906","1906 | Retorno de mercadoria remetida para depósito fechado ou armazém geral                                     ","1906 | Retorno de mercadoria remetida para depósito fechado ou armazém geral | Dentro do estado                                     ","906",Armazenagem,Retorno de mercadoria remetida para depósito fechado ou armazém geral                                     ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2505","2505","2505 | Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento               ","2505 | Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento | Interestadual                  ","505",Devolução,"Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento               ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas de mercadorias remetidas para formação de lote ou com fim específico de exportação e eventuais devoluções,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5120","5120","5120 | Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem ","5120 | Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem | Dentro do estado  ","120",Revenda,"Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem ",Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"5665","5665","5665 | Retorno simbólico de combustível ou lubrificante recebido para armazenagem                                ","5665 | Retorno simbólico de combustível ou lubrificante recebido para armazenagem | Dentro do estado                                ","665",Armazenagem,Retorno simbólico de combustível ou lubrificante recebido para armazenagem                                ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,"",Não,Não,Débito,Não
"6353","6353","6353 | Prestação de serviço de transporte a estabelecimento comercial                                            ","6353 | Prestação de serviço de transporte a estabelecimento comercial | Interestadual                                               ","353",Serviço de transporte,Prestação de serviço de transporte a estabelecimento comercial                                            ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Prestações De Serviços De Transporte,Transporte,Saídas,Receita,Não,Não,Débito,Não
"7251","7251","7251 | Venda de energia elétrica para o exterior                                                                 ","7251 | Venda de energia elétrica para o exterior | Exportação                                                                       ","251",Energia elétrica,Venda de energia elétrica para o exterior                                                                 ,Saídas Ou Prestações De Serviços Para O Exterior,Receita,Exportação,Vendas De Energia Elétrica,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1401","1401","1401 | Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária            ","1401 | Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado            ","401",Insumo - com ST,Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária            ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"2204","2204","2204 | Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.    ","2204 | Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio. | Interestadual       ","204",Devolução,"Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.    ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"3101","3101","3101 | Compra para industrialização ou produção rural                                                            ","3101 | Compra para industrialização ou produção rural | Importação                                                                  ","101",Insumo,Compra para industrialização ou produção rural                                                            ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Compras Para Industrialização, produção rural, Comercialização Ou Prestação De Serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"5401","5401","5401 | Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto           ","5401 | Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto | Dentro do estado            ","401",Venda de produção - com ST,"Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto           ",Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6115","6115","6115 | Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil   ","6115 | Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil | Interestadual      ","115",Revenda,"Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil   ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"6664","6664","6664 | Retorno de combustível ou lubrificante recebido para armazenagem                                          ","6664 | Retorno de combustível ou lubrificante recebido para armazenagem | Interestadual                                             ","664",Armazenagem,Retorno de combustível ou lubrificante recebido para armazenagem                                          ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,"",Não,Não,Débito,Não
"1403","1403","1403 | Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária       ","1403 | Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado       ","403",Revenda - com ST,Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária       ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"2205","2205","2205 | Anulação de valor relativo à prestação de serviço de comunicação                                          ","2205 | Anulação de valor relativo à prestação de serviço de comunicação | Interestadual                                             ","205",Devolução,Anulação de valor relativo à prestação de serviço de comunicação                                          ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
