"id","cfop","cfop_descr","cfop_descricao_movimento","cfop_ext","classificacao","descricao","grupo","operacao_saida_icms","origem_destino","sub_grupo","tipo","tipo_operacao","classificacao_adicional","modulo_de_compras","compras_transf","tipo_icms","custo"
"1409","1409","1409 | Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária           ","1409 | Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado           ","409",Transferência - revenda - com ST,Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária           ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,Transferência produto acabado,Sim,Transferência,Crédito,Não
"2209","2209","2209 | Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência                     ","2209 | Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência | Interestadual                        ","209",Devolução,"Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência                     ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"3129","3129","3129 | Compra para industrialização sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof Sped).","3129 | Compra para industrialização sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof Sped) | Importação","129",Insumo - recof,Compra para industrialização sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof Sped).,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Compras Para Industrialização, produção rural, Comercialização Ou Prestação De Serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"5409","5409","5409 | Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária      ","5409 |Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado      ","409",Transferência - revenda - com ST,Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária      ,Saídas Ou Prestações De Serviços Para O Estado,Transferência,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
"6120","6120","6120 | Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem  ","6120 | Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem | Interestadual     ","120",Revenda,"Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem  ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"6902","6902","6902 | Retorno de mercadoria utilizada na industrialização por encomenda                                         ","6902 | Retorno de mercadoria utilizada na industrialização por encomenda | Interestadual                                            ","902",Retorno industrialização por encomenda,Retorno de mercadoria utilizada na industrialização por encomenda                                         ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1126","1126","1126 | compras para utilização na prestação de serviços sujeitas ao ICMS                                         ","1126 | compras para utilização na prestação de serviços sujeitas ao ICMS | Dentro do estado                                         ","126",Produto para utilização em serviço,compras para utilização na prestação de serviços sujeitas ao ICMS                                         ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"1913","1913","1913 | Retorno de mercadoria ou bem remetido para demonstração, mostruário ou treinamento                                                   ","1913 | Retorno de mercadoria ou bem remetido para demonstração, mostruário ou treinamento | Dentro do estado                                                   ","913",Demonstração,"Retorno de mercadoria ou bem remetido para demonstração, mostruário ou treinamento                                                   ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2556","2556","2556 | Compra de material para uso ou consumo                                                                    ","2556 | Compra de material para uso ou consumo | Interestadual                                                                       ","556",Uso e consumo,Compra de material para uso ou consumo                                                                    ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Entradas,Uso e consumo,Sim. Uso e consumo. ,Compra,Crédito,Não
"5132","5132","5132 | Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.","5132 | Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo | Dentro do estado ","132",Outras saídas,"Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.",Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,"",Não,Não,Débito,Não
"5905","5905","5905 | Remessa para depósito fechado ou armazém geral                                                            ","5905 | Remessa para depósito fechado ou armazém geral | Dentro do estado                                                            ","905",Armazenagem,Remessa para depósito fechado ou armazém geral                                                            ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6401","6401","6401 | Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto.            ","6401 | Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto. | Interestadual               ","401",Venda de produção - com ST,"Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto.            ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"7553","7553","7553 | Devolução de compra de bem para o ativo imobilizado                                                       ","7553 | Devolução de compra de bem para o ativo imobilizado | Exportação                                                             ","553",Devolução,Devolução de compra de bem para o ativo imobilizado                                                       ,Saídas Ou Prestações De Serviços Para O Exterior,Outras,Exportação,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1411","1411","1411 | Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária    ","1411 | Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado    ","411",Devolução - com ST,Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária    ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2213","2213","2213 | Devolução de remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.","2213 | Devolução de remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, em ato cooperativo | Interestadual","213",Devolução,"Devolução de remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"3202","3202","3202 | Devolução de venda de mercadoria adquirida ou recebida de terceiros                                       ","3202 | Devolução de venda de mercadoria adquirida ou recebida de terceiros | Importação                                             ","202",Devolução,Devolução de venda de mercadoria adquirida ou recebida de terceiros                                       ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5411","5411","5411 | Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária     ","5411 | Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado     ","411",Devolução - com ST,Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária     ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6123","6123","6123 | Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente  ","6123 | Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente | Interestadual     ","123",Revenda,"Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente  ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"6904","6904","6904 | Remessa para venda fora do estabelecimento, ou qualquer remessa efetuada pelo MEI com exceção das classificadas nos códigos 6.502 e 6.505                                                              ","6904 | Remessa para venda fora do estabelecimento, ou qualquer remessa efetuada pelo MEI com exceção das classificadas nos códigos 6.502 e 6.505 | Interestadual                                                                   ","904",Outras saídas,"Remessa para venda fora do estabelecimento, ou qualquer remessa efetuada pelo MEI com exceção das classificadas nos códigos 6.502 e 6.505                                                              ",Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1131","1131","1131 | Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo","1131 | Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo | Dentro do estado","131",Entradas com possibililidade de ajuste ou fixação de preço,"Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"1915","1915","1915 | Entrada de mercadoria ou bem recebido para conserto ou reparo                                             ","1915 | Entrada de mercadoria ou bem recebido para conserto ou reparo | Dentro do estado                                             ","915",Conserto,Entrada de mercadoria ou bem recebido para conserto ou reparo                                             ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2603","2603","2603 | Ressarcimento de ICMS retido por substituição tributária                                                  ","2603 | Ressarcimento de ICMS retido por substituição tributária | Interestadual                                                     ","603",Crédito de ICMS,Ressarcimento de ICMS retido por substituição tributária                                                  ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Créditos E Ressarcimentos De Icms,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5152","5152","5152 | Transferência de mercadoria adquirida ou recebida de terceiros                                            ","5152 | Transferência de mercadoria adquirida ou recebida de terceiros | Dentro do estado                                            ","152",Transferência - revenda,Transferência de mercadoria adquirida ou recebida de terceiros                                            ,Saídas Ou Prestações De Serviços Para O Estado,Transferência,Dentro do estado,Transferências De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
"5907","5907","5907 | Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral                           ","5907 | Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral | Dentro do estado                           ","907",Armazenagem,Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral                           ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6403","6403","6403 | Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituto    ","6403 | Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituto| Interestadual       ","403",Revenda - com ST,"Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituto    ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"7651","7651","7651 | Venda de combustível ou lubrificante de produção do estabelecimento                                       ","7651 | Venda de combustível ou lubrificante de produção do estabelecimento | Exportação                                             ","651",Combustível,Venda de combustível ou lubrificante de produção do estabelecimento                                       ,Saídas Ou Prestações De Serviços Para O Exterior,Receita,Exportação,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1415","1415","1415 | Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária  ","1415 | Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado  ","415",Outras entradas - com ST,"Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária  ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2215","2215","2215 | Devolução de fornecimento de produção do estabelecimento de ato cooperativo.","2215 | Devolução de fornecimento de produção do estabelecimento de ato cooperativo | Interestadual","215",Devolução,Devolução de fornecimento de produção do estabelecimento de ato cooperativo.,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"3206","3206","3206 | Anulação de valor relativo à prestação de serviço de transporte                                           ","3206 | Anulação de valor relativo à prestação de serviço de transporte | Importação                                                 ","206",Devolução,Anulação de valor relativo à prestação de serviço de transporte                                           ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5413","5413","5413 | Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária         ","5413 | Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado         ","413",Devolução - com ST,"Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária         ",Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6125","6125","6125 | Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria ","6125 | Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria | Interestadual     ","125",Industrialização por encomenda,Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6906","6906","6906 | Retorno de mercadoria depositada em depósito fechado ou armazém geral                                     ","6906 | Retorno de mercadoria depositada em depósito fechado ou armazém geral | Interestadual                                        ","906",Armazenagem,Retorno de mercadoria depositada em depósito fechado ou armazém geral                                     ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1135","1135","1135 | Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização","1135 | Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização | Dentro do estado","135",Entradas com possibililidade de ajuste ou fixação de preço,"Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"1917","1917","1917 | Entrada de mercadoria recebida em consignação mercantil ou industrial                                     ","1917 | Entrada de mercadoria recebida em consignação mercantil ou industrial | Dentro do estado                                     ","917",Consignação,Entrada de mercadoria recebida em consignação mercantil ou industrial                                     ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2652","2652","2652 | Compra de combustível ou lubrificante para comercialização                                                ","2652 | Compra de combustível ou lubrificante para comercialização | Interestadual                                                   ","652",Combustível,Compra de combustível ou lubrificante para comercialização                                                ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Entradas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"5155","5155","5155 | Transferência de produção do estabelecimento, que não deva por ele transitar                              ","5155 | Transferência de produção do estabelecimento, que não deva por ele transitar | Dentro do estado                              ","155",Transferência - produção,"Transferência de produção do estabelecimento, que não deva por ele transitar                              ",Saídas Ou Prestações De Serviços Para O Estado,Transferência,Dentro do estado,Transferências De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
"5909","5909","5909 | Retorno de bem recebido por conta de contrato de comodato ou locação                                                 ","5909 | Retorno de bem recebido por conta de contrato de comodato ou locação | Dentro do estado                                                 ","909",Comodato,Retorno de bem recebido por conta de contrato de comodato ou locação                                                 ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6408","6408","6408 | Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária                 ","6408 |Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária | Interestadual                    ","408",Transferência - produção - com ST,Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária                 ,Saídas Ou Prestações De Serviços Para Outros Estados,Transferência,Interestadual,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
"7667","7667","7667 | Venda de combustíveis ou lubrificantes a consumidor ou usuário final.","7667 | Venda de combustíveis ou lubrificantes a consumidor ou usuário final | Exportação","667",Combustível,Venda de combustíveis ou lubrificantes a consumidor ou usuário final.,Saídas Ou Prestações De Serviços Para O Exterior,Receita,Exportação,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1452","1452","1452 | Entrada de insumo - Sistema de Integração e Parceria Rural                                                              ","1452 | Entrada de insumo - Sistema de Integração e Parceria Rural | Dentro do estado                                                               ","452",Outras entradas,Entrada de insumo - Sistema de Integração e Parceria Rural                                                              ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Sistemas de Integração e parceria rural,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2251","2251","2251 | Compra de energia elétrica para distribuição ou comercialização                                           ","2251 | Compra de energia elétrica para distribuição ou comercialização | Interestadual                                              ","251",Energia elétrica,Compra de energia elétrica para distribuição ou comercialização                                           ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Compras De Energia Elétrica,Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"3211","3211","3211 | Devolução de venda de produção do estabelecimento sob o regime de drawback                                ","3211 | Devolução de venda de produção do estabelecimento sob o regime de drawback | Importação                                      ","211",Devolução,Devolução de venda de produção do estabelecimento sob o regime de drawback                                ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Devoluções De Vendas De Produção Própria, De Terceiros Ou Anulações De Valores",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5415","5415","5415 | Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária           ","5415 | Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária | Dentro do estado           ","415",Outras saídas - com ST,"Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária           ",Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6131","6131","6131 | Remessa de produção de estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.","6131 | Remessa de produção de estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo | Interestadual","131",Outras saídas,"Remessa de produção de estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.",Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6908","6908","6908 | Remessa de bem por conta de contrato de comodato ou locação                                                          ","6908 | Remessa de bem por conta de contrato de comodato ou locação | Interestadual                                                             ","908",Comodato,Remessa de bem por conta de contrato de comodato ou locação                                                          ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1152","1152","1152 | Transferência para comercialização                                                                        ","1152 | Transferência para comercialização | Dentro do estado                                                                        ","152",Transferência - revenda,Transferência para comercialização                                                                        ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Transferências para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,Transferência produto acabado,Sim,Transferência,Crédito,Não
"1919","1919","1919 | Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial    ","1919 | Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial | Dentro do estado     ","919",Devolução,"Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial    ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2657","2657","2657 | Retorno de remessa de combustíveis ou lubrificantes para venda fora do estabelecimento","2657 | Retorno de remessa de combustíveis ou lubrificantes para venda fora do estabelecimento | Interestadual","657",Combustível,Retorno de remessa de combustíveis ou lubrificantes para venda fora do estabelecimento,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Entradas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5159","5159","5159 | Fornecimento de produção do estabelecimento de ato cooperativo","5159 | Fornecimento de produção do estabelecimento de ato cooperativo | Dentro do estado","159",Outras saídas,Fornecimento de produção do estabelecimento de ato cooperativo,Saídas Ou Prestações De Serviços Para O Estado,"",Dentro do estado,Transferências De Produção Própria Ou De Terceiros,Mercadoria,Saídas,"",Não,Não,Débito,Não
"5911","5911","5911 | Remessa de amostra grátis                                                                                 ","5911 | Remessa de amostra grátis | Dentro do estado                                                                                 ","911",Amostra grátis,Remessa de amostra grátis                                                                                 ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6410","6410","6410 | Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária.         ","6410 | Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária. | Interestadual            ","410",Devolução - com ST,Devolução de compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária.         ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
"7949","7949","7949 | Outra saída de mercadoria ou prestação de serviço não especificado                                        ","7949 | Outra saída de mercadoria ou prestação de serviço não especificado | Exportação                                              ","949",Outras saídas,Outra saída de mercadoria ou prestação de serviço não especificado                                        ,Saídas Ou Prestações De Serviços Para O Exterior,Outras,Exportação,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1454","1454","1454 | Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural","1454 | Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural | Dentro do estado","454",Outras entradas,Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Sistemas de Integração e parceria rural,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2253","2253","2253 | Compra de energia elétrica por estabelecimento comercial                                                  ","2253 | Compra de energia elétrica por estabelecimento comercial | Interestadual                                                     ","253",Energia elétrica,Compra de energia elétrica por estabelecimento comercial                                                  ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Compras De Energia Elétrica,Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"3251","3251","3251 | Compra de energia elétrica para distribuição ou comercialização                                           ","3251 | Compra de energia elétrica para distribuição ou comercialização | Importação                                                 ","251",Energia elétrica,Compra de energia elétrica para distribuição ou comercialização                                           ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,Compras De Energia Elétrica,Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"5452","5452","5452 | Remessa de insumo -  Sistema de Integração e Parceria Rural","5452 | Remessa de insumo -  Sistema de Integração e Parceria Rural | Dentro do estado","452",Outras saídas,Remessa de insumo -  Sistema de Integração e Parceria Rural,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Sistemas De Integração e Parceria rural,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6151","6151","6151 | Transferência de produção do estabelecimento                                                              ","6151 | Transferência de produção do estabelecimento | Interestadual                                                                 ","151",Transferência - produção,Transferência de produção do estabelecimento                                                              ,Saídas Ou Prestações De Serviços Para Outros Estados,Transferência,Interestadual,Transferências De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Transferência produto acabado,Não,Não,Débito,Não
"6910","6910","6910 | Remessa em bonificação, doação ou brinde                                                                  ","6910 | Remessa em bonificação, doação ou brinde | Interestadual                                                                     ","910","Bonificação, doação ou brinde","Remessa em bonificação, doação ou brinde                                                                  ",Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
