"rown","id_cnpj","id_dt_ini","id_dt_fin","uf","cod_aj","descr_sped","vl_aj_apur","fonte_sped","descr_abrev","descr_aj","deb_ou_cred","tipo_aj","nome_tipo_aj","centralizacao","fonte","chv_nf","id_importation","has_nf","origem_ajuste"
1,"35068230000339","01/04/2023","30/04/2023","","","",-174.95,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000285","01/08/2023","31/08/2023","","","",-91910.82,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000285","01/09/2023","30/09/2023","","","",-63895.19,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000528","01/09/2023","30/09/2023","","","",-171455.61,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/04/2023","30/04/2023","","","",-194247.31,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/05/2023","31/05/2023","","","",-43621.16,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/11/2022","30/11/2022","","","",-30445.11,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/08/2022","31/08/2022","","","",-138977.24,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/05/2023","31/05/2023","","","",-103858.52,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000285","01/04/2023","30/04/2023","","","",-108528.36,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/12/2023","31/12/2023","","","",-29649.7,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000339","01/01/2023","31/01/2023","","","",-157.7,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000528","01/02/2023","28/02/2023","","","",-170556.33,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/07/2023","31/07/2023","","","",-26390.91,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/01/2023","31/01/2023","","","",-39874.34,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000447","01/06/2023","30/06/2023","","","",-77886.54,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/01/2023","31/01/2023","","","",-493343.11,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000285","01/03/2023","31/03/2023","","","",-171205.13,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/07/2023","31/07/2023","","","",-111773.6,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/01/2023","31/01/2023","","","",-35401.34,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000528","01/12/2023","31/12/2023","","","",-151680.44,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/01/2023","31/01/2023","","","",-32784.6,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/08/2023","31/08/2023","","","",-52597.17,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000285","01/10/2023","31/10/2023","","","",-49854.23,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/10/2023","31/10/2023","","","",-35143.75,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/09/2023","30/09/2023","","","",-114977.62,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/12/2023","31/12/2023","","","",-38033.76,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000447","01/11/2023","30/11/2023","","","",-39103.53,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/03/2023","31/03/2023","","","",-961814.06,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000177","01/02/2023","28/02/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000790","01/01/2023","31/01/2023","","","",-35867.55,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000102","01/09/2023","30/09/2023","","","",-40196.51,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000410","01/12/2023","31/12/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/02/2023","28/02/2023","","","",-45835.37,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000790","01/03/2023","31/03/2023","","","",-71529.48,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/04/2023","30/04/2023","","","",-62878.51,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000528","01/07/2023","31/07/2023","","","",-188014.92,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001257","01/08/2023","31/08/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/06/2023","30/06/2023","","","",-30020.12,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/07/2023","31/07/2023","","","",-32560.65,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000790","01/09/2023","30/09/2023","","","",-27187.19,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001176","01/10/2023","31/10/2023","","","",-26311.38,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000102","01/04/2023","30/04/2023","","","",-80988.19,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/10/2022","31/10/2022","","","",-473660.64,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/10/2022","31/10/2022","","","",-106099.46,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000339","01/03/2023","31/03/2023","","","",-110.94,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000177","01/08/2023","31/08/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/04/2023","30/04/2023","","","",-297333.48,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001176","01/07/2023","31/07/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/06/2023","30/06/2023","","","",-36757.79,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/12/2023","31/12/2023","","","",-278949.12,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000177","01/09/2023","30/09/2023","","","",-7.37,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/10/2023","31/10/2023","","","",-31990.07,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/09/2023","30/09/2023","","","",-29350.18,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000447","01/04/2023","30/04/2023","","","",-108949.32,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/12/2023","31/12/2023","","","",-31059.52,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000410","01/11/2023","30/11/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000951","01/04/2023","30/04/2023","","","",-84082.87,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000339","01/12/2023","31/12/2023","","","",-139.89,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000790","01/04/2023","30/04/2023","","","",-48953.43,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000258","01/12/2023","31/12/2023","","","",-80033.66,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000177","01/05/2023","31/05/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000951","01/02/2023","28/02/2023","","","",-54312.35,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000790","01/07/2023","31/07/2023","","","",-31071.17,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/11/2023","30/11/2023","","","",-15010.18,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000528","01/04/2023","30/04/2023","","","",-393624.99,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/06/2023","30/06/2023","","","",-35959.75,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000102","01/11/2023","30/11/2023","","","",-17407.58,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000790","01/06/2023","30/06/2023","","","",-39199.53,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000951","01/12/2023","31/12/2023","","","",-49975.56,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/10/2023","31/10/2023","","","",-31029.39,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000102","01/05/2023","31/05/2023","","","",-66126.23,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000339","01/05/2023","31/05/2023","","","",-139.75,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001176","01/11/2023","30/11/2023","","","",-19154.36,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/12/2022","31/12/2022","","","",-178365.55,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/02/2023","28/02/2023","","","",-43770.68,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001095","01/05/2023","31/05/2023","","","",-49470.59,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/07/2023","31/07/2023","","","",-306998.38,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661001176","01/06/2023","30/06/2023","","","",-0.0,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"35068230000339","01/10/2023","31/10/2023","","","",-151.05,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000528","01/05/2023","31/05/2023","","","",-284784.56,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/09/2023","30/09/2023","","","",-38746.72,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000447","01/05/2023","31/05/2023","","","",-95031.68,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000951","01/09/2023","30/09/2023","","","",-38933.75,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/05/2023","31/05/2023","","","",-306472.09,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000366","01/08/2023","31/08/2023","","","",-60450.92,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000870","01/03/2023","31/03/2023","","","",-69451.94,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/08/2022","31/08/2022","","","",-527570.49,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/09/2022","30/09/2022","","","",-629293.05,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000447","01/03/2023","31/03/2023","","","",-152783.65,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000790","01/05/2023","31/05/2023","","","",-33034.87,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
1,"09017661000609","01/11/2023","30/11/2023","","","",-232290.54,"","","","",APURACAO_ICMS_CREDITOS,Créditos,"","","","6601c26ae4d1f54a569c6d53",false,ICMS_CREDITOS
