"id_cnpj","reg","dt_ini","dt_fin","vl_tot_debitos","vl_tot_debitos_sped","diff_total_debito","vl_aj_debitos","vl_tot_aj_debitos","vl_estornos_cred","total_ajuste_debitos","vl_tot_creditos","vl_tot_creditos_sped","diff_tot_creditos","vl_aj_creditos","vl_tot_aj_creditos","vl_estornos_deb","total_ajuste_creditos","vl_sld_credor_ant_sped","vl_sld_credor_ant","diff_sld_credor_ant","vl_tot_ded","deb_esp","vl_apurado_no_periodo","apuracao_icms","id_importation","dt_created","dt_updated","year","month","day","hour","minute","rown"
"09017661000870",E100,"01/12/2023","31/12/2023",53211.12999999993,"53211,13",0.0000000000654836,"0",0.0,0.0,0.0,38033.76000000001,"38033,76",-0.000000000007276,"0",15177.37,0.0,15177.37,"0",-0.00,38033.76000000001,"0","0",-0.000000000005457,-0.000000000005457,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"09017661000447",E100,"01/11/2023","30/11/2023",122141.19000000041,"122141,19",-0.0000000004074536,"0",0.0,0.0,0.0,39103.530000000006,"39103,53",-0.000000000007276,"0",83037.66,0.0,83037.66,"0","0.00",39103.53,"0","0",0.0,0.0,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"09017661000609",E100,"01/03/2023","31/03/2023",381698.8000000002,"381698,8",-0.0000000002328306,"589,17",192630.75,0.0,193219.92,961814.0600000024,"961814,06",-0.0000000023283064,"366",0.0,0.0,366.0,"66597,11",-453858.45,1415672.5100000002,"0","0",-387261.3400000001,-453858.45000000007,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"35068230000177",E100,"01/02/2023","28/02/2023",0.0,"0,00",0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",0.0,0.0,0.0,"0,00","0.00",0.0,"0,00","0,00",0.0,0.0,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"09017661000790",E100,"01/01/2023","31/01/2023",45038.53999999998,"45038,54",0.0000000000218279,"0",0.0,0.0,0.0,35867.54999999998,"35867,55",0.0000000000218279,"0",9170.99,0.0,9170.99,"0","0.00",35867.55,"0","0",-0.000000000001819,-0.000000000001819,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"09017661000102",E100,"01/09/2023","30/09/2023",29445.09999999999,"29445,1",0.000000000007276,"2213,27",239050.75,0.0,241264.02,40196.51000000001,"40196,51",-0.000000000007276,"1387,95",229124.66,0.0,230512.61000000002,"0",-0.00,40196.51000000003,"0","0",-0.0000000000291038,-0.0000000000291038,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"35068230000410",E100,"01/12/2023","31/12/2023",0.0,"0",0.0,"0",0.0,0.0,0.0,0.0,"0",0.0,"0",0.0,0.0,0.0,"0","0.00",0.0,"0","0",0.0,0.0,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"09017661000366",E100,"01/02/2023","28/02/2023",63172.819999999956,"63172,82",0.0000000000436557,"0",0.0,0.0,0.0,45835.36999999998,"45835,37",0.0000000000218279,"0",17337.45,0.0,17337.45,"0",-0.00,45835.37000000001,"0","0",-0.000000000003638,-0.000000000003638,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"35068230000258",E100,"01/12/2022","31/12/2022",542820.9299999994,"542820,93",0.0000000006984919,"0",0.0,1741.55,1741.55,14009.41999999997,"14009,42",0.0000000000309228,"0",0.0,479052.91,479052.91,"0","51500.15",-37490.73000000008,"0","0",51500.15000000008,51500.15000000008,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"09017661000609",E100,"01/06/2023","30/06/2023",352944.10999999987,"352944,11",0.0000000001164153,"0",0.0,0.0,0.0,185547.50000000003,"185547,5",-0.0000000000291038,"0",0.0,0.0,0.0,"284464,8",-117068.19,302615.69,"0","0",167396.61,-117068.19,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
"35068230000177",E100,"01/04/2023","30/04/2023",0.0,"0",0.0,"0",0.0,0.0,0.0,0.0,"0",0.0,"0",0.0,0.0,0.0,"0","0.00",0.0,"0","0",0.0,0.0,"6601c26ae4d1f54a569c6d53","2024-03-25 18:49","2024-03-25 18:49",2024,3,25,18,49,1
