"nf_key","_id","cnpj","branch_name","sped_competence","rown"
"35231209017661000528550010000121441309391421",e3397513-7a85-421c-813b-d6691f12982e,"09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2023",1
"35220909017661000609550010000464771073686369",bf2d43b3-05f9-481c-a01b-c2c4bc21caed,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35220909017661000609550010000466331030323228",de615c51-2dd8-4e7b-9516-b2788cb54d05,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35220909017661000609550010000469101070484283","5991c1dd-15ab-4d2d-8451-84fc1a0ff931","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35231209017661000528550010000120641358801740","6fe64085-d07e-48a2-849e-29bb3e484000","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2023",1
"35221109017661000609550010000532771033171450","5c97794c-1e71-4f54-a079-70e06babd56e","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221209017661000609550010000576171215114066","0e4b7e8b-3fdd-40a6-a54c-777a7602faaa","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35221109017661000609550010000539261074461621",a76d56fa-c9f4-4476-ba6e-c80a8f4f938c,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000538481098553617","5917162a-b531-42ae-a8f5-854cdb1e3ab8","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000409331068346650","708113dd-9e97-417c-89be-5694bbe8d0e3","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221109017661000609550010000515251006314378",efa3a08f-8557-4803-813e-772b636ed04f,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000411501035396740",b1635039-264a-49f3-a243-c7ea8d962a9e,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35220809017661000609550010000434601081514518","0ceb1cc0-ecee-4403-a205-d453508b8005","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35221109017661000609550010000529961061053880",de5593b4-970b-4827-9f77-920bbf357a12,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
