"cfop","cst","descr_resumida","descr","chave","icms","cst_descr","numeracao"
"1118","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1118100",Sim,"100|Tributada integralmente - Importado","19"
"1205","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1205100",Sim,"100|Tributada integralmente - Importado","19"
"1305","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1305100",Não,"100|Tributada integralmente - Importado","19"
"1411","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1411100",Não,"100|Tributada integralmente - Importado","19"
"1557","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1557100",Não,"100|Tributada integralmente - Importado","19"
"1902","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1902100",Não,"100|Tributada integralmente - Importado","19"
"1918","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1918100",Sim,"100|Tributada integralmente - Importado","19"
"2113","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","2113100",Sim,"100|Tributada integralmente - Importado","19"
"2203","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","2203100",Sim,"100|Tributada integralmente - Importado","19"
"2303","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","2303100",Não,"100|Tributada integralmente - Importado","19"
"2410","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","2410100",Não,"100|Tributada integralmente - Importado","19"
"2603","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","2603100",Sim,"100|Tributada integralmente - Importado","19"
"2906","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","2906100",Não,"100|Tributada integralmente - Importado","19"
"2922","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","2922100",Não,"100|Tributada integralmente - Importado","19"
"3207","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","3207100",Sim,"100|Tributada integralmente - Importado","19"
"3653","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","3653100",Sim,"100|Tributada integralmente - Importado","19"
"5116","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5116100",Sim,"100|Tributada integralmente - Importado","19"
"5205","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5205100",Sim,"100|Tributada integralmente - Importado","19"
"5303","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5303100",Sim,"100|Tributada integralmente - Importado","19"
"5403","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5403100",Não,"100|Tributada integralmente - Importado","19"
"5551","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5551100",Não,"100|Tributada integralmente - Importado","19"
"5655","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5655100",Sim,"100|Tributada integralmente - Importado","19"
"5905","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5905100",Não,"100|Tributada integralmente - Importado","19"
"5921","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","5921100",Não,"100|Tributada integralmente - Importado","19"
"6104","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6104100",Sim,"100|Tributada integralmente - Importado","19"
"6120","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6120100",Sim,"100|Tributada integralmente - Importado","19"
"6209","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6209100",Sim,"100|Tributada integralmente - Importado","19"
"6307","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6307100",Sim,"100|Tributada integralmente - Importado","19"
"6411","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6411100",Sim,"100|Tributada integralmente - Importado","19"
"6557","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6557100",Não,"100|Tributada integralmente - Importado","19"
"6665","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6665100",Não,"100|Tributada integralmente - Importado","19"
"6915","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","6915100",Não,"100|Tributada integralmente - Importado","19"
"7101","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","7101100",Não,"100|Tributada integralmente - Importado","19"
"7551","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","7551100",Não,"100|Tributada integralmente - Importado","19"
"1122","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"1122101",Sim,"101|Simples Nacional","1"
"1208","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"1208101",Sim,"101|Simples Nacional","1"
"1352","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"1352101",Sim,"101|Simples Nacional","1"
"1451","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"1451101",Não,"101|Simples Nacional","1"
"1603","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"1603101",Sim,"101|Simples Nacional","1"
"1905","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"1905101",Não,"101|Simples Nacional","1"
"1921","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"1921101",Não,"101|Simples Nacional","1"
"2118","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"2118101",Sim,"101|Simples Nacional","1"
"2206","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"2206101",Sim,"101|Simples Nacional","1"
"2306","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"2306101",Não,"101|Simples Nacional","1"
"2415","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"2415101",Não,"101|Simples Nacional","1"
"2653","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"2653101",Sim,"101|Simples Nacional","1"
"2909","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"2909101",Não,"101|Simples Nacional","1"
"2925","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"2925101",Não,"101|Simples Nacional","1"
"3301","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"3301101",Sim,"101|Simples Nacional","1"
"5101","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5101101",Sim,"101|Simples Nacional","1"
"5119","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5119101",Sim,"101|Simples Nacional","1"
"5208","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5208101",Sim,"101|Simples Nacional","1"
"5306","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5306101",Sim,"101|Simples Nacional","1"
"5409","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5409101",Sim,"101|Simples Nacional","1"
"5554","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5554101",Não,"101|Simples Nacional","1"
"5658","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5658101",Sim,"101|Simples Nacional","1"
"5908","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5908101",Não,"101|Simples Nacional","1"
"5924","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"5924101",Não,"101|Simples Nacional","1"
"6107","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6107101",Sim,"101|Simples Nacional","1"
"6124","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6124101",Sim,"101|Simples Nacional","1"
"6252","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6252101",Sim,"101|Simples Nacional","1"
"6353","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6353101",Sim,"101|Simples Nacional","1"
"6414","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6414101",Não,"101|Simples Nacional","1"
"6652","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6652101",Sim,"101|Simples Nacional","1"
"6902","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6902101",Não,"101|Simples Nacional","1"
"6918","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"6918101",Sim,"101|Simples Nacional","1"
"7106","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"7106101",Não,"101|Simples Nacional","1"
"7651","101",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional com permissão de crédito,"7651101",Não,"101|Simples Nacional","1"
"1126","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"1126102",Não,"102|Simples Nacional","2"
"1252","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"1252102",Não,"102|Simples Nacional","2"
"1355","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"1355102",Não,"102|Simples Nacional","2"
"1503","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"1503102",Não,"102|Simples Nacional","2"
"1652","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"1652102",Não,"102|Simples Nacional","2"
"1908","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"1908102",Não,"102|Simples Nacional","2"
"1924","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"1924102",Não,"102|Simples Nacional","2"
"2122","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"2122102",Não,"102|Simples Nacional","2"
"2209","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"2209102",Não,"102|Simples Nacional","2"
"2353","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"2353102",Não,"102|Simples Nacional","2"
"2504","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"2504102",Não,"102|Simples Nacional","2"
"2660","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"2660102",Não,"102|Simples Nacional","2"
"2912","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"2912102",Não,"102|Simples Nacional","2"
"2933","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"2933102",Não,"102|Simples Nacional","2"
"3353","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"3353102",Não,"102|Simples Nacional","2"
"5104","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5104102",Não,"102|Simples Nacional","2"
"5123","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5123102",Não,"102|Simples Nacional","2"
"5251","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5251102",Não,"102|Simples Nacional","2"
"5352","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5352102",Não,"102|Simples Nacional","2"
"5412","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5412102",Não,"102|Simples Nacional","2"
"5557","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5557102",Não,"102|Simples Nacional","2"
"5661","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5661102",Não,"102|Simples Nacional","2"
"5911","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5911102",Não,"102|Simples Nacional","2"
"5927","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"5927102",Não,"102|Simples Nacional","2"
"6110","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6110102",Não,"102|Simples Nacional","2"
"6152","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6152102",Não,"102|Simples Nacional","2"
"6255","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6255102",Não,"102|Simples Nacional","2"
"6356","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6356102",Não,"102|Simples Nacional","2"
"6502","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6502102",Não,"102|Simples Nacional","2"
"6655","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6655102",Não,"102|Simples Nacional","2"
"6905","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6905102",Não,"102|Simples Nacional","2"
"6921","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"6921102",Não,"102|Simples Nacional","2"
"7202","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"7202102",Não,"102|Simples Nacional","2"
"7949","102",Simples Nacional,Simples Nacional - Tributada pelo Simples Nacional sem permissão de crédito,"7949102",Não,"102|Simples Nacional","2"
"1152","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"1152103",Não,"103|Simples Nacional","3"
"1255","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"1255103",Não,"103|Simples Nacional","3"
"1401","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"1401103",Não,"103|Simples Nacional","3"
"1506","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"1506103",Não,"103|Simples Nacional","3"
"1659","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"1659103",Não,"103|Simples Nacional","3"
"1911","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"1911103",Não,"103|Simples Nacional","3"
"1931","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"1931103",Não,"103|Simples Nacional","3"
"2126","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"2126103",Não,"103|Simples Nacional","3"
"2253","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"2253103",Não,"103|Simples Nacional","3"
"2356","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"2356103",Não,"103|Simples Nacional","3"
"2551","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"2551103",Não,"103|Simples Nacional","3"
"2663","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"2663103",Não,"103|Simples Nacional","3"
"2915","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"2915103",Não,"103|Simples Nacional","3"
"3102","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"3102103",Não,"103|Simples Nacional","3"
"3356","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"3356103",Não,"103|Simples Nacional","3"
"5109","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5109103",Não,"103|Simples Nacional","3"
"5151","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5151103",Não,"103|Simples Nacional","3"
"5254","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5254103",Não,"103|Simples Nacional","3"
"5355","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5355103",Não,"103|Simples Nacional","3"
"5415","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5415103",Não,"103|Simples Nacional","3"
"5603","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5603103",Não,"103|Simples Nacional","3"
"5664","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5664103",Não,"103|Simples Nacional","3"
"5914","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5914103",Não,"103|Simples Nacional","3"
"5931","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"5931103",Não,"103|Simples Nacional","3"
"6113","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6113103",Não,"103|Simples Nacional","3"
"6156","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6156103",Não,"103|Simples Nacional","3"
"6258","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6258103",Não,"103|Simples Nacional","3"
"6401","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6401103",Não,"103|Simples Nacional","3"
"6505","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6505103",Não,"103|Simples Nacional","3"
"6658","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6658103",Não,"103|Simples Nacional","3"
"6908","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6908103",Não,"103|Simples Nacional","3"
"6924","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"6924103",Não,"103|Simples Nacional","3"
"7207","103",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta,"7207103",Não,"103|Simples Nacional","3"
"1111","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1111110",Não,"110|Tributado com ST - Importado","20"
"1201","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1201110",Não,"110|Tributado com ST - Importado","20"
"1301","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1301110",Não,"110|Tributado com ST - Importado","20"
"1407","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1407110",Não,"110|Tributado com ST - Importado","20"
"1553","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1553110",Não,"110|Tributado com ST - Importado","20"
"1662","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1662110",Não,"110|Tributado com ST - Importado","20"
"1914","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1914110",Não,"110|Tributado com ST - Importado","20"
"1949","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1949110",Não,"110|Tributado com ST - Importado","20"
"2153","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2153110",Não,"110|Tributado com ST - Importado","20"
"2256","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2256110",Não,"110|Tributado com ST - Importado","20"
"2406","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2406110",Não,"110|Tributado com ST - Importado","20"
"2554","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2554110",Não,"110|Tributado com ST - Importado","20"
"2902","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2902110",Não,"110|Tributado com ST - Importado","20"
"2918","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2918110",Não,"110|Tributado com ST - Importado","20"
"3201","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","3201110",Não,"110|Tributado com ST - Importado","20"
"3553","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","3553110",Não,"110|Tributado com ST - Importado","20"
"5112","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5112110",Sim,"110|Tributado com ST - Importado","20"
"5155","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5155110",Sim,"110|Tributado com ST - Importado","20"
"5257","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5257110",Sim,"110|Tributado com ST - Importado","20"
"5359","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5359110",Sim,"110|Tributado com ST - Importado","20"
"5502","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5502110",Não,"110|Tributado com ST - Importado","20"
"5651","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5651110",Sim,"110|Tributado com ST - Importado","20"
"5901","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5901110",Não,"110|Tributado com ST - Importado","20"
"5917","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5917110",Não,"110|Tributado com ST - Importado","20"
"5949","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5949110",Checar,"110|Tributado com ST - Importado","20"
"6116","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6116110",Sim,"110|Tributado com ST - Importado","20"
"6205","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6205110",Sim,"110|Tributado com ST - Importado","20"
"6303","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6303110",Sim,"110|Tributado com ST - Importado","20"
"6404","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6404110",Não,"110|Tributado com ST - Importado","20"
"6553","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6553110",Sim,"110|Tributado com ST - Importado","20"
"6661","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6661110",Sim,"110|Tributado com ST - Importado","20"
"6911","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6911110",Não,"110|Tributado com ST - Importado","20"
"6931","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6931110",Sim,"110|Tributado com ST - Importado","20"
"7251","110",Tributado com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","7251110",Não,"110|Tributado com ST - Importado","20"
"1117","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","1117120",Sim,"120|Redução BC - Importado","21"
"1204","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","1204120",Sim,"120|Redução BC - Importado","21"
"1304","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","1304120",Não,"120|Redução BC - Importado","21"
"1410","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","1410120",Não,"120|Redução BC - Importado","21"
"1556","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","1556120",Não,"120|Redução BC - Importado","21"
"1901","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","1901120",Não,"120|Redução BC - Importado","21"
"1917","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","1917120",Não,"120|Redução BC - Importado","21"
