"cfop","cst","descr_resumida","descr","chave","icms","cst_descr","numeracao"
"5111","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5111060",Não,"060|ST Retido anteriomente - Nacional","16"
"5153","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5153060",Não,"060|ST Retido anteriomente - Nacional","16"
"5256","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5256060",Não,"060|ST Retido anteriomente - Nacional","16"
"5357","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5357060",Não,"060|ST Retido anteriomente - Nacional","16"
"5501","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5501060",Não,"060|ST Retido anteriomente - Nacional","16"
"5606","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5606060",Não,"060|ST Retido anteriomente - Nacional","16"
"5666","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5666060",Não,"060|ST Retido anteriomente - Nacional","16"
"5916","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5916060",Não,"060|ST Retido anteriomente - Nacional","16"
"5933","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","5933060",Não,"060|ST Retido anteriomente - Nacional","16"
"6115","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6115060",Não,"060|ST Retido anteriomente - Nacional","16"
"6202","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6202060",Não,"060|ST Retido anteriomente - Nacional","16"
"6302","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6302060",Não,"060|ST Retido anteriomente - Nacional","16"
"6403","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6403060",Não,"060|ST Retido anteriomente - Nacional","16"
"6552","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6552060",Não,"060|ST Retido anteriomente - Nacional","16"
"6660","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6660060",Não,"060|ST Retido anteriomente - Nacional","16"
"6910","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6910060",Não,"060|ST Retido anteriomente - Nacional","16"
"6929","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","6929060",Não,"060|ST Retido anteriomente - Nacional","16"
"7211","060",ST Retido anteriomente - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - ICMS cobrado anteriormente por substituição tributária","7211060",Não,"060|ST Retido anteriomente - Nacional","16"
"1116","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1116070",Não,"070|Redução BC com ST - Nacional","17"
"1203","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1203070",Não,"070|Redução BC com ST - Nacional","17"
"1303","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1303070",Não,"070|Redução BC com ST - Nacional","17"
"1409","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1409070",Não,"070|Redução BC com ST - Nacional","17"
"1555","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1555070",Não,"070|Redução BC com ST - Nacional","17"
"1664","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1664070",Não,"070|Redução BC com ST - Nacional","17"
"1916","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","1916070",Não,"070|Redução BC com ST - Nacional","17"
"2102","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2102070",Não,"070|Redução BC com ST - Nacional","17"
"2201","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2201070",Não,"070|Redução BC com ST - Nacional","17"
"2301","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2301070",Não,"070|Redução BC com ST - Nacional","17"
"2408","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2408070",Não,"070|Redução BC com ST - Nacional","17"
"2556","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2556070",Não,"070|Redução BC com ST - Nacional","17"
"2904","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2904070",Não,"070|Redução BC com ST - Nacional","17"
"2920","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","2920070",Não,"070|Redução BC com ST - Nacional","17"
"3205","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","3205070",Não,"070|Redução BC com ST - Nacional","17"
"3651","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","3651070",Não,"070|Redução BC com ST - Nacional","17"
"5114","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5114070",Sim,"070|Redução BC com ST - Nacional","17"
"5201","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5201070",Sim,"070|Redução BC com ST - Nacional","17"
"5301","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5301070",Sim,"070|Redução BC com ST - Nacional","17"
"5401","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5401070",Sim,"070|Redução BC com ST - Nacional","17"
"5504","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5504070",Não,"070|Redução BC com ST - Nacional","17"
"5653","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5653070",Sim,"070|Redução BC com ST - Nacional","17"
"5903","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5903070",Não,"070|Redução BC com ST - Nacional","17"
"5919","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","5919070",Sim,"070|Redução BC com ST - Nacional","17"
"6102","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6102070",Sim,"070|Redução BC com ST - Nacional","17"
"6118","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6118070",Sim,"070|Redução BC com ST - Nacional","17"
"6207","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6207070",Sim,"070|Redução BC com ST - Nacional","17"
"6305","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6305070",Sim,"070|Redução BC com ST - Nacional","17"
"6409","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6409070",Sim,"070|Redução BC com ST - Nacional","17"
"6555","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6555070",Não,"070|Redução BC com ST - Nacional","17"
"6663","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6663070",Não,"070|Redução BC com ST - Nacional","17"
"6913","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6913070",Não,"070|Redução BC com ST - Nacional","17"
"6933","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","6933070",Não,"070|Redução BC com ST - Nacional","17"
"7358","070",Redução BC com ST - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Com redução de base de cálculo e cobrança do ICMS por substituição tributária","7358070",Não,"070|Redução BC com ST - Nacional","17"
"1120","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","1120090",Não,"090|Outras - Nacional","18"
"1206","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","1206090",Não,"090|Outras - Nacional","18"
"1306","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","1306090",Não,"090|Outras - Nacional","18"
"1414","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","1414090",Não,"090|Outras - Nacional","18"
"1601","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","1601090",Não,"090|Outras - Nacional","18"
"1903","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","1903090",Não,"090|Outras - Nacional","18"
"1919","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","1919090",Não,"090|Outras - Nacional","18"
"2116","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","2116090",Não,"090|Outras - Nacional","18"
"2204","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","2204090",Não,"090|Outras - Nacional","18"
"2304","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","2304090",Não,"090|Outras - Nacional","18"
"2411","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","2411090",Não,"090|Outras - Nacional","18"
"2651","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","2651090",Não,"090|Outras - Nacional","18"
"2907","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","2907090",Não,"090|Outras - Nacional","18"
"2923","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","2923090",Não,"090|Outras - Nacional","18"
"3211","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","3211090",Não,"090|Outras - Nacional","18"
"3930","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","3930090",Não,"090|Outras - Nacional","18"
"5117","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5117090",Não,"090|Outras - Nacional","18"
"5206","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5206090",Não,"090|Outras - Nacional","18"
"5304","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5304090",Não,"090|Outras - Nacional","18"
"5405","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5405090",Não,"090|Outras - Nacional","18"
"5552","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5552090",Não,"090|Outras - Nacional","18"
"5656","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5656090",Não,"090|Outras - Nacional","18"
"5906","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5906090",Não,"090|Outras - Nacional","18"
"5922","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","5922090",Não,"090|Outras - Nacional","18"
"6105","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6105090",Não,"090|Outras - Nacional","18"
"6122","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6122090",Não,"090|Outras - Nacional","18"
"6210","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6210090",Não,"090|Outras - Nacional","18"
"6351","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6351090",Não,"090|Outras - Nacional","18"
"6412","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6412090",Não,"090|Outras - Nacional","18"
"6603","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6603090",Não,"090|Outras - Nacional","18"
"6666","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6666090",Não,"090|Outras - Nacional","18"
"6916","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","6916090",Não,"090|Outras - Nacional","18"
"7102","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","7102090",Não,"090|Outras - Nacional","18"
"7553","090",Outras - Nacional,"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8 da Tabela A - Outras","7553090",Não,"090|Outras - Nacional","18"
"1410","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1410100",Não,"100|Tributada integralmente - Importado","19"
"1556","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1556100",Não,"100|Tributada integralmente - Importado","19"
"1901","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1901100",Não,"100|Tributada integralmente - Importado","19"
"1917","100",Tributada integralmente - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Tributada integralmente","1917100",Não,"100|Tributada integralmente - Importado","19"
"1409","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1409210",Não,"210|Tributado com ST - Extrangeira","31"
"1555","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1555210",Não,"210|Tributado com ST - Extrangeira","31"
"1664","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1664210",Não,"210|Tributado com ST - Extrangeira","31"
"1916","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1916210",Não,"210|Tributado com ST - Extrangeira","31"
"2102","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2102210",Não,"210|Tributado com ST - Extrangeira","31"
"2201","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2201210",Não,"210|Tributado com ST - Extrangeira","31"
"2301","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2301210",Não,"210|Tributado com ST - Extrangeira","31"
"2408","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2408210",Não,"210|Tributado com ST - Extrangeira","31"
"2556","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2556210",Não,"210|Tributado com ST - Extrangeira","31"
"2904","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2904210",Não,"210|Tributado com ST - Extrangeira","31"
"2920","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2920210",Não,"210|Tributado com ST - Extrangeira","31"
"3205","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","3205210",Não,"210|Tributado com ST - Extrangeira","31"
"3651","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","3651210",Não,"210|Tributado com ST - Extrangeira","31"
"5114","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5114210",Sim,"210|Tributado com ST - Extrangeira","31"
"5201","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5201210",Sim,"210|Tributado com ST - Extrangeira","31"
"5301","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5301210",Sim,"210|Tributado com ST - Extrangeira","31"
"5401","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5401210",Sim,"210|Tributado com ST - Extrangeira","31"
"5504","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5504210",Não,"210|Tributado com ST - Extrangeira","31"
"5653","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5653210",Sim,"210|Tributado com ST - Extrangeira","31"
"5903","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5903210",Não,"210|Tributado com ST - Extrangeira","31"
"5919","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5919210",Sim,"210|Tributado com ST - Extrangeira","31"
"6102","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6102210",Sim,"210|Tributado com ST - Extrangeira","31"
"6118","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6118210",Sim,"210|Tributado com ST - Extrangeira","31"
"6207","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6207210",Sim,"210|Tributado com ST - Extrangeira","31"
"6305","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6305210",Sim,"210|Tributado com ST - Extrangeira","31"
"6409","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6409210",Sim,"210|Tributado com ST - Extrangeira","31"
"6555","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6555210",Não,"210|Tributado com ST - Extrangeira","31"
"6663","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6663210",Não,"210|Tributado com ST - Extrangeira","31"
"6913","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6913210",Não,"210|Tributado com ST - Extrangeira","31"
"6933","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6933210",Não,"210|Tributado com ST - Extrangeira","31"
"7358","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","7358210",Não,"210|Tributado com ST - Extrangeira","31"
"1120","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1120220",Sim,"220|Redução BC - Extrangeira","32"
"1206","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1206220",Sim,"220|Redução BC - Extrangeira","32"
"1306","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1306220",Não,"220|Redução BC - Extrangeira","32"
"1414","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1414220",Não,"220|Redução BC - Extrangeira","32"
"1601","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1601220",Sim,"220|Redução BC - Extrangeira","32"
"1903","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1903220",Não,"220|Redução BC - Extrangeira","32"
"1919","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1919220",Sim,"220|Redução BC - Extrangeira","32"
"2116","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","2116220",Sim,"220|Redução BC - Extrangeira","32"
"2204","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","2204220",Sim,"220|Redução BC - Extrangeira","32"
"2304","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","2304220",Não,"220|Redução BC - Extrangeira","32"
"2411","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","2411220",Não,"220|Redução BC - Extrangeira","32"
"2651","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","2651220",Sim,"220|Redução BC - Extrangeira","32"
"2907","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","2907220",Não,"220|Redução BC - Extrangeira","32"
"2923","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","2923220",Não,"220|Redução BC - Extrangeira","32"
"3211","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","3211220",Sim,"220|Redução BC - Extrangeira","32"
