"id_dt_ini","id_dt_fin","id_cnpj","reg","ind_mov","uf","cod_or","vl_or","cod_rec","id_importation","id_tenant","dt_created","dt_updated","year","month","day","hour","minute","rown"
"01/06/2023","30/06/2023","00000000000000",XML,"0",SP,"0",0.0,"0","123456789",mosaic,"2023-08-07","2023-08-07",2023,8,7,10,29,1
