order_id,predicted_delivery_time
12018f77f2f0320c557190d7a144bdd3,15.058638
32018f77f2f0320c557190d7a144bdd3,6.752531
54018f77f2f0320c557190d7a144bdd3,17.937624
42018f77f2f0320c557190d7a144bdd3,10.572255
54018f77f2f0320c557190d7a144bdd3,15.058638
67018f77f2f0320c557190d7a144bdd3,8.321901
18018f77f2f0320c557190d7a144bdd3,16.757591
73018f77f2f0320c557190d7a144bdd3,8.172866
